OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WI,USGS Wisconsin Water Science Center,USGS-430314089265816,"MONROE-HIGH CARE LAWNS AT MADISON, WI",Stream,,7090002,,,,,43.0538853,-89.4495647,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430315089265904,"MONROE-R2 BACTERIA AT MADISON, WI",Stream,,7090002,,,,,43.05416308,-89.4498424,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430316089265117,"MONROE-LOW CARE LAWNS AT MADISON, WI",Stream,,7090002,,,,,43.05444086,-89.4476202,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430317089265212,"MONROE-MIDDLE TRAFFIC AT MADISON, WI",Stream,,7090002,,,,,43.0547186,-89.447898,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430319089265318,"MONROE-DRIVEWAY AT MADISON, WI",Stream,,7090002,,,,,43.05527417,-89.4481757,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430320089271100,"MONROE AREA RESIDENTIAL COMPOSITE AT MADISON, WI",Stream,,7090002,,,,,43.0555519,-89.4531758,24000,1,minutes,Interpolated from MAP.,NAD83,970,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430321089261811,"MONROE-GLENWAY STREET AT MADISON, WI",Stream,,7090002,,,,,43.05582975,-89.4384533,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430327089264914,"MONROE-ALUMINUM DOWNSPOUT 1 AT MADISON, WI",Stream,,7090002,,,,,43.0574963,-89.44706459,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430330089270700,"GLENWAY AVENUE SHEET FLOW SAMPLERS @ MADISON, WI",Stream,,7090002,,,,,43.0583296,-89.4520647,24000,1,minutes,Interpolated from MAP.,NAD83,955,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430355089183501,"US HWY 51 WISDOT GRASS SWALES UPSTREAM MADISON, WI",Stream: Ditch,,7090002,0.0016,sq mi,,,43.06527778,-89.3096944,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,894,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430356089183501,"US HWY 51 WISDOT GRASS SWALES FILTER AT MADISON,WI",Stream: Ditch,,7090002,0.0016,sq mi,,,43.06541667,-89.30975,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,898,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430356089183502,"US HWY 51 WISDOT GRASS SWALES MIDDLE MADISON, WI",Stream: Ditch,,7090002,0.0016,sq mi,,,43.06541667,-89.30975,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,898,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430402089183501,"US HWY 51 WISDOT GRASS SWALES DOWNSTRM MADISON, WI",Stream: Ditch,,7090002,0.0016,sq mi,,,43.06713889,-89.30975,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,894,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430402089183502,"US HWY 51 WISDOT GRASS SWALES CHANNEL MADISON, WI",Stream: Ditch,,7090002,0.0016,sq mi,,,43.06713889,-89.30975,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,894,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430440089223400,"MG&E STORMWATER FILTER OUTLET AT MADISON, WI",Stream,,7090002,0.002,sq mi,,,43.07777386,-89.3762297,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,855,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430440089223401,"MG&E STORMWATER FILTER BYPASS AT MADISON, WI",Stream,,7090002,0.002,sq mi,,,43.07777386,-89.3762297,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,855,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430440089223500,"MG&E STORMWATER FILTER INLET AT MADISON, WI",Stream,,7090002,0.002,sq mi,,,43.07777386,-89.3765075,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,855,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430532089315401,"DEMO CREEK AT SWAMIVILLE, WI",Stream,,7090002,,,,,43.0922222,-89.5316667,24000,0.01,seconds,Interpolated from Digital MAP.,NAD83,941,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-430734089291500,"TRIB TO PHEASANT BRANCH TRIB SITE2 AT MIDDLETON,WI",Stream,,7090002,,,,,43.1261056,-89.4876205,24000,1,seconds,Interpolated from MAP.,NAD83,874,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-431208089314901,"DANE CO. MRBI TILE NO. 1 NR SPRINGFIELD CORNERS,WI",Stream: Ditch,,7090002,0.0382,sq mi,,,43.20225,-89.5302222,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,936,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-431212089314801,"DANE CO MRBI WATERWAY 2 NR SPRINGFIELD CORNERS, WI",Stream: Ditch,,7090002,0.0233,sq mi,,,43.20338889,-89.5299444,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,936,feet,5,feet,Interpolated from topographic map.,NAVD88,US,55,25,,,,,,,,,,NWIS
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NRS_WI-10177,Nine Springs Creek,River/Stream,SmallStreams,7090002,,,,,43.02313067,-89.40096797,,,,GPS-Unspecified,NAD83,259.21,m,,,Unknown,UNKWN,US,55,25,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NRS_WI-10178,Saunders Creek,River/Stream,SmallStreams,7090002,,,,,42.92328943,-89.1037515,,,,GPS-Unspecified,NAD83,262.88,m,,,Unknown,UNKWN,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10010911,Door Creek - Door Creek At Jahnke Road,River/Stream,Fisheries and Habitat Station,7090002,,,,,43.071568,-89.23802,,,,GPS-Unspecified,NAD27,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10010963,MUD CREEK - MUD CREEK AT HILCREST RD,River/Stream,Fisheries and Habitat Station,7090002,,,,,43.0104,-89.07806,,,,GPS-Unspecified,NAD27,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10010964,Murphys Creek at Lalor Road,River/Stream,Fisheries and Habitat Station,7090002,,,,,42.983456,-89.36288,,,,GPS-Unspecified,NAD27,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10010966,Sixmile Creek - US of Mill Rd,River/Stream,Fisheries and Habitat Station,7090002,,,,,43.174797,-89.43293,,,,GPS-Unspecified,NAD27,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10010972,SWAN CREEK - SWAN CREEK AT LALOR ROAD,River/Stream,Fisheries and Habitat Station,7090002,,,,,42.99958,-89.36161,,,,GPS-Unspecified,NAD27,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10012028,YAHARA RIVER - UPSTREAM OF WINDSOR RD.,River/Stream,Fisheries and Habitat Station,7090002,,,,,43.216328,-89.34947,,,,GPS-Unspecified,WGS84,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10012037,Rutland Br - Upstream Of Cty Rd. A,River/Stream,Fisheries and Habitat Station,7090002,,,,,42.894306,-89.32126,,,,GPS-Unspecified,NAD27,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10012487,Koshkonong Creek At Former Dam Site In Rockdale,River/Stream,,7090002,,,,,42.97281,-89.03217,,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10013299,Token Creek 1,River/Stream,Fisheries and Habitat Station,7090002,,,,,43.175865,-89.35614,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10015131,Token Creek-Cty Park Rd US 706 M to end,River/Stream,Fisheries and Habitat Station,7090002,,,,,43.186,-89.3203,24000,,,Interpolation-Map,WGS84,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10016974,SIXMILE CREEK - 10 M UPSTREAM OF KINGSLEY RD CROS-SING,River/Stream,10 M UPSTREAM OF KINGSLEY RD CROS-SING,7090002,,,,,43.186791,-89.493089,,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10022082,Koshkonong Creek At Baxter Rd,River/Stream,,7090002,,,,,43.104977,-89.166885,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10029221,Door Creek - Hope Road,River/Stream,"Silt nearly imposible to walk in stream.
Mike Sorge 303d evaluation",7090002,,,,,43.048286,-89.231674,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10030334,South Fork Pheasant Branch at Deming Way at Middleton,River/Stream,USGS,7090002,,,,,43.09882,-89.52118,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10030956,Yahara River -- LaFollette County Park Canoe Launch,River/Stream,,7090002,,,,,42.969093,-89.222496,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10031119,Pheasant Branch trib DS Acker Rd below ponds,River/Stream,,7090002,,,,,43.122242,-89.48876,,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10031120,Pheasant Branch trib above Acker Road and Ponds,River/Stream,,7090002,,,,,43.126183,-89.4877,,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10031134,Unnamed tributary and culvert at Balzer Rd,River/Stream,,7090002,,,,,43.13342,-89.487656,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10031135,Unnamed tributary at Pheasant Branch Rd,River/Stream,,7090002,,,,,43.12934,-89.49141,,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10031136,Tributary of Pheasant Branch in Marsh,River/Stream,,7090002,,,,,43.119984,-89.488335,,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10031649,Unnamed Trib to Yahara River at River Rd,River/Stream,,7090002,,,,,43.208595,-89.36222,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10032761,Nine Springs at Syene Rd,River/Stream,,7090002,,,,,43.023533,-89.39529,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10032771,Nine Springs at bridge on E-way near Lake Farm Park,River/Stream,,7090002,,,,,43.030502,-89.34787,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033604,Unnamed Trib (5036882) to Koshkonong Crk at Highland Dr.,River/Stream,,7090002,,,,,42.991516,-89.03253,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033605,Unnamed Creek at Dallman Rd,River/Stream,,7090002,,,,,42.84763,-89.10269,,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033664,Nine Springs Creek at Brendan Ave,River/Stream,Natural Community Site 0091,7090002,,,,,43.01428,-89.428375,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033680,Yahara River at Acker,River/Stream,,7090002,,,,,43.255962,-89.34321,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033686,Yahara River at Golf Course,River/Stream,,7090002,,,,,43.20257,-89.35054,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033797,Koshkonong Creek at Uphoff Rd,River/Stream,Natural Communit Site #849,7090002,,,,,43.072876,-89.165474,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10033880,Unnamed Trib to Yahara River at Innovation Dr,River/Stream,,7090002,,,,,43.226254,-89.346867,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10034906,Yahara River at Exchange St,River/Stream,,7090002,,,,,43.004723,-89.30262,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10037378,Unnamed Tributary (WBIC = 5038224) to Lake Koshkonong at Hillside Rd,River/Stream,,7090002,,,,,42.860935,-89.0301,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10037383,Unnamed Tributary (WBIC = 803100) to Door Creek at Femrite Road,River/Stream,,7090002,,,,,43.05149,-89.24687,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10037742,Grass Swales Filter - US Highway 51 WisDOT,Canal Drainage,"USGS 430356089183501  US HWY 51 WISDOT GRASS SWALES FILTER AT MADISON,WI.",7090002,,,,,43.065556,-89.309722,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10037743,Grass Swales Middle - US Highway 51 Madison,Canal Drainage,USGS 430356089183502,7090002,,,,,43.065556,-89.309722,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10037744,Grass Swales Downstream - US Highway 51 Madison,Canal Drainage,USGS 430402089183501,7090002,,,,,43.066868,-89.30989,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10039181,Cherokee Marsh - Widening,River/Stream,,7090002,,,,,43.17921,-89.35672,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10039184,Cherokee Marsh - Yahara River,River/Stream,,7090002,,,,,43.17637,-89.36049,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10039185,Cherokee Marsh - Yahara River,River/Stream,,7090002,,,,,43.175346,-89.3676,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10039472,Starkweather Creek at Clyde Gallagher Ave and Worthington Ave,River/Stream,,7090002,,,,,43.10253,-89.340256,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10039655,Nine Springs Cr. W trib off Cap City Trail uS Nine Springs Golf S. Fork,River/Stream,,7090002,,,,,43.020954,-89.426155,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10039656,Nine Springs Cr W trib. off Cap. City Tr. US of Nine Springs Golf N. Fork,River/Stream,,7090002,,,,,43.020973,-89.426285,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040209,Unnamed Creek 1500ft E of Nakoma Rd,River/Stream,,7090002,,,,,43.049767,-89.43207,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040875,Unnamed Stream (5036131) at Longford Ter,River/Stream,,7090002,,,,,43.0212,-89.4305,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040876,Nine Springs Cr US of confluence with Yarmouth Cr,River/Stream,,7090002,,,,,43.020382,-89.42592,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040877,Nine Springs Creek at Mckee Farms Park,River/Stream,,7090002,,,,,43.0115,-89.43065,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040888,Yahara River at Bridge Road,River/Stream,Middle of bridge,7090002,,,,,43.049835,-89.33689,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040889,Yahara River at Wisconsin & Southern Railroad Bridge,River/Stream,Middle of Channel,7090002,,,,,43.034996,-89.32185,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040890,Yahara River at Co Hwy AB,River/Stream,Middle of channel,7090002,,,,,42.98274,-89.26798,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040927,Willow Creek (Lake Mendota) at Linden Dr foot bridge,River/Stream,,7090002,,,,,43.075561,-89.421758,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10040946,Unnamed Trib (5035708) to Upper Mud Lk at CTH BW (Broadway St),River/Stream,,7090002,,,,,43.048275,-89.31341,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10041121,Penitto Creek at Stoughton Rd,River/Stream,"East side of highway, at confluence of storm sewer and creek",7090002,,,,,43.047232,-89.307243,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10041516,Confluence of tribs (5035708 and 804100) at Beltline culvert,River/Stream,,7090002,,,,,43.04472,-89.312494,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10041517,Nine Springs Creek at Yahara River,River/Stream,,7090002,,,,,43.04091,-89.32915,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10042209,Nine Springs Creek at Fish Hatchery Road,River/Stream,"At Nine-Springs Golf Course
au: 3993717
WBIC   804400",7090002,,,,,43.023144,-89.416082,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10043371,Dorn Creek - Approx. 700 meters Upstrm of CTH M,River/Stream,Station established as part of the Dane County Dorn Creek Legacy Sediment (phosphorus) project,7090002,,,,,43.139486,-89.447304,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10043681,Nine Springs Creek at Larsen Rd.,River/Stream,Larsen Rd. turns into recreational trail; station is at bridge over creek.,7090002,,,,,43.025471,-89.362869,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10043682,Nine Springs Creek at CTH MM,River/Stream,Station is canoe launch just downstream of MM (Accessible from Anderberg Dr.),7090002,,,,,43.025913,-89.3812,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10043699,Little Door Creek at Vilas Rd,River/Stream,,7090002,,,,,43.035445,-89.214726,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10044182,Yahara River estuary below upper basin,River/Stream,,7090002,,,,,43.16454,-89.37428,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10044183,Yahara River estuary below middle basin,River/Stream,,7090002,,,,,43.15504,-89.38578,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10044806,Unnamed Tributary to Yahara River at River Rd and Kirkwood Dr,River/Stream,,7090002,,,,,43.190384,-89.369532,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10045069,Grass Swales Channel- US Highway 51 - WisDOT,Canal Drainage,,7090002,,,,,43.067222,-89.309722,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10046808,Grass Swales Upstream- US Highway 51 WisDOT,Canal Drainage,"USGS 430355089183501 ""Upstream""",7090002,,,,,43.065278,-89.309722,,,,GPS-Unspecified,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10046988,Mud Creek at STH 73,River/Stream,Koshkonong Creek TWA 2016,7090002,,,,,43.017811,-89.071772,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10048175,Saunders Creek US CTH A,River/Stream,,7090002,,,,,42.900268,-89.087278,,,,Unknown,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10050749,Swan Creek - confluence with trib near Hwy 14,River/Stream,,7090002,,,,,43.000202,-89.383467,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10050750,Swan Creek - mouth at Lake Waubesa,River/Stream,,7090002,,,,,42.995573,-89.348944,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10050751,Murhpys Creek - mouth at Lake Waubesa,River/Stream,,7090002,,,,,42.992072,-89.347572,12000,,,Interpolation-Photo,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-10050910,Nine Springs Creek - NRSA,River/Stream,,7090002,,,,,43.02316,-89.401015,24000,,,Interpolation-Other,NAD83,,,,,,,US,55,25,,,,,,,,,,STORET
