"","sampledate","TotP_lbday_sum"
"999",2011-12-25,20.06
"1000",2011-12-26,9.97
"1001",2011-12-28,14.21
"1002",2011-12-29,18.5
"1003",2011-12-30,18.06
"1004",2011-12-31,14.5
"1005",2012-01-01,14.93
"1006",2012-01-02,18.61
"1007",2012-01-03,13.83
"1008",2012-01-04,17.8
"1009",2012-01-05,17.9
"1010",2012-01-06,19.03
"1011",2012-01-07,17.69
"1012",2012-01-08,16.26
"1013",2012-01-10,19.78
"1014",2012-01-11,19.39
"1015",2012-01-12,17.1
"1016",2012-01-13,17.16
"1017",2012-01-14,17.76
"1018",2012-01-15,16.43
"1019",2012-01-16,17.68
"1020",2012-01-17,17.42
"1021",2012-01-18,14.56
"1022",2012-01-19,16.04
"1023",2012-01-20,13.71
"1024",2012-01-21,17.28
"1025",2012-01-22,18.89
"1026",2012-01-23,20.56
"1027",2012-01-24,21.98
"1028",2012-01-25,20.38
"1029",2012-01-26,19.58
"1030",2012-01-27,19.58
"1031",2012-01-28,19.19
"1032",2012-01-29,18.28
"1033",2012-01-30,17.85
"1034",2012-01-31,25.32
"1035",2012-02-01,51.5
"1036",2012-02-03,26.39
"1037",2012-02-04,22.34
"1038",2012-02-05,20.77
"1039",2012-02-06,21.82
"1040",2012-02-07,22.01
"1041",2012-02-08,17.39
"1042",2012-02-09,15.13
"1043",2012-02-10,19.8
"1044",2012-02-11,14.61
"1045",2012-02-12,16.84
"1046",2012-02-13,15.55
"1047",2012-02-14,16.67
"1048",2012-02-15,17.48
"1049",2012-02-16,17.02
"1050",2012-02-18,17.07
"1051",2012-02-19,15.23
"1052",2012-02-20,14.93
"1053",2012-02-21,11.44
"1054",2012-02-22,18.57
"1055",2012-02-23,16.93
"1056",2012-02-24,11.6
"1057",2012-02-25,15.07
"1058",2012-02-26,10.14
"1059",2012-02-27,16.69
"1060",2012-02-28,14.93
"1061",2012-03-01,108.4
"1062",2012-03-02,60.9
"1063",2012-03-03,54.17
"1064",2012-03-04,53.19
"1065",2012-03-05,39.42
"1066",2012-03-08,106.2
"1067",2012-03-09,84.7
"1068",2012-03-11,74.15
"1069",2012-03-12,59.99
"1070",2012-03-14,49.27
"1071",2012-03-15,63.36
"1072",2012-03-16,46.01
"1073",2012-03-17,48.26
"1074",2012-03-18,45.94
"1075",2012-03-19,50.06
"1076",2012-03-20,38.22
"1077",2012-03-21,52.48
"1078",2012-03-22,51.97
"1079",2012-03-23,56.33
"1080",2012-03-24,52.08
"1081",2012-03-25,52.88
"1082",2012-03-27,14.7
"1083",2012-03-28,63.63
"1084",2012-03-30,58.58
"1085",2012-03-31,55.44
"1086",2012-04-01,53.62
"1087",2012-04-02,40.19
"1088",2012-04-03,38.92
"1089",2012-04-04,37.79
"1090",2012-04-05,34.49
"1091",2012-04-06,29.25
"1092",2012-04-07,23.82
"1093",2012-04-09,32.43
"1094",2012-04-10,36.95
"1095",2012-04-11,30.58
"1096",2012-04-12,35.36
"1097",2012-04-13,10.39
"1098",2012-04-14,52.13
"1099",2012-04-15,3.97
"1100",2012-04-17,60.65
"1101",2012-04-18,42.74
"1102",2012-04-19,77.12
"1103",2012-04-21,70.19
"1104",2012-04-22,48.69
"1105",2012-04-23,44.5
"1106",2012-04-24,41.24
"1107",2012-04-25,43.29
"1108",2012-04-26,36.83
"1109",2012-04-27,37.75
"1110",2012-04-28,34.26
"1111",2012-04-29,34.05
"1112",2012-04-30,47.08
"1113",2012-05-01,40.01
"1114",2012-05-03,46.63
"1115",2012-05-04,42.25
"1116",2012-05-05,35.17
"1117",2012-05-07,74.59
"1118",2012-05-08,54.24
"1119",2012-05-09,49.38
"1120",2012-05-10,38.12
"1121",2012-05-11,34.11
"1122",2012-05-12,38.93
"1123",2012-05-13,34.53
"1124",2012-05-14,34.36
"1125",2012-05-15,35.44
"1126",2012-05-16,29.51
"1127",2012-05-17,30.01
"1128",2012-05-18,32.73
"1129",2012-05-19,29.02
"1130",2012-05-20,19.05
"1131",2012-05-21,32.2
"1132",2012-05-22,24.6
"1133",2012-05-25,52.52
"1134",2012-05-26,35.32
"1135",2012-05-27,25.75
"1136",2012-05-29,37.45
"1137",2012-05-30,35.95
"1138",2012-05-31,38.66
"1139",2012-06-01,29.69
"1140",2012-06-02,33.36
"1141",2012-06-03,30.86
"1142",2012-06-04,32.52
"1143",2012-06-05,29.15
"1144",2012-06-06,29.3
"1145",2012-06-07,29.36
"1146",2012-06-08,21.52
"1147",2012-06-09,30.43
"1148",2012-06-10,17.35
"1149",2012-06-12,34.99
"1150",2012-06-13,25.18
"1151",2012-06-14,32.37
"1152",2012-06-15,28.9
"1153",2012-06-16,28.22
"1154",2012-06-17,28.86
"1155",2012-06-18,30.34
"1156",2012-06-19,31.17
"1157",2012-06-20,29.4
"1158",2012-06-21,28.41
"1159",2012-06-22,28.77
"1160",2012-06-23,27.65
"1161",2012-06-24,28.18
"1162",2012-06-26,27.84
"1163",2012-06-27,27.66
"1164",2012-06-28,27.38
"1165",2012-06-29,27.46
"1166",2012-06-30,35.49
"1167",2012-07-01,31.27
"1168",2012-07-02,26.59
"1169",2012-07-03,28.7
"1170",2012-07-04,39.49
"1171",2012-07-05,38.13
"1172",2012-07-06,34.75
"1173",2012-07-07,48.29
"1174",2012-07-08,28.94
"1175",2012-07-09,42.8
"1176",2012-07-10,41.36
"1177",2012-07-11,41.07
"1178",2012-07-12,41.04
"1179",2012-07-13,31
"1180",2012-07-14,63.12
"1181",2012-07-15,51.96
"1182",2012-07-16,24.64
"1183",2012-07-18,25.5
"1184",2012-07-19,111.06
"1185",2012-07-20,49.35
"1186",2012-07-21,56.67
"1187",2012-07-22,49.32
"1188",2012-07-24,61.12
"1189",2012-07-25,36.54
"1190",2012-07-26,173.2
"1191",2012-07-27,105.9
"1192",2012-07-28,64.55
"1193",2012-07-29,67.93
"1194",2012-07-30,55.15
"1195",2012-07-31,66.97
"1196",2012-08-01,52.05
"1197",2012-08-02,58.19
"1198",2012-08-03,48.95
"1199",2012-08-04,47.53
"1200",2012-08-05,52.34
"1201",2012-08-06,44.2
"1202",2012-08-07,45.03
"1203",2012-08-08,41.51
"1204",2012-08-09,54.52
"1205",2012-08-10,46.99
"1206",2012-08-11,45.71
"1207",2012-08-12,40.75
"1208",2012-08-13,40.74
"1209",2012-08-14,38.83
"1210",2012-08-16,55.49
"1211",2012-08-17,53.48
"1212",2012-08-18,40.7
"1213",2012-08-19,30.99
"1214",2012-08-20,35.07
"1215",2012-08-21,31.42
"1216",2012-08-22,31.32
"1217",2012-08-23,31.67
"1218",2012-08-24,29.53
"1219",2012-08-25,27.61
"1220",2012-08-26,31.23
"1221",2012-08-27,31.01
"1222",2012-08-28,28.32
"1223",2012-08-29,26.43
"1224",2012-08-30,21.75
"1225",2012-08-31,36.79
"1226",2012-09-01,27.31
"1227",2012-09-02,21.21
"1228",2012-09-03,24.98
"1229",2012-09-04,22.99
"1230",2012-09-05,26.05
"1231",2012-09-06,26.1
"1232",2012-09-07,24.97
"1233",2012-09-08,23.6
"1234",2012-09-09,28.85
"1235",2012-09-10,17.17
"1236",2012-09-11,21.74
"1237",2012-09-12,32.16
"1238",2012-09-13,19.5
"1239",2012-09-14,21.9
"1240",2012-09-15,18.36
"1241",2012-09-16,18.87
"1242",2012-09-17,24.72
"1243",2012-09-19,3.66
"1244",2012-09-20,31.83
"1245",2012-09-21,18.33
"1246",2012-09-22,22.83
"1247",2012-09-23,20.47
"1248",2012-09-24,7.98
"1249",2012-09-25,29.17
"1250",2012-09-26,18.97
"1251",2012-09-27,17.62
"1252",2012-09-28,17.01
"1253",2012-09-29,17.37
"1254",2012-09-30,17.31
"1255",2012-10-01,16.89
"1256",2012-10-02,17.12
"1257",2012-10-03,15.55
"1258",2012-10-04,12.87
"1259",2012-10-05,17.99
"1260",2012-10-06,20.49
"1261",2012-10-07,14.68
"1262",2012-10-08,2.91
"1263",2012-10-09,29.42
"1264",2012-10-10,17.83
"1265",2012-10-11,17.77
"1266",2012-10-12,15.32
"1267",2012-10-13,24.36
"1268",2012-10-14,164
"1269",2012-10-15,115.6
"1270",2012-10-17,33.02
"1271",2012-10-18,44.07
"1272",2012-10-20,28.48
"1273",2012-10-21,25.04
"1274",2012-10-22,30.8
"1275",2012-10-23,34.59
"1276",2012-10-24,28.39
"1277",2012-10-26,35.67
"1278",2012-10-27,27.48
"1279",2012-10-28,23.82
"1280",2012-10-29,22.2
"1281",2012-10-30,21.91
"1282",2012-10-31,15.93
"1283",2012-11-01,18.77
"1284",2012-11-02,15.97
"1285",2012-11-03,16.08
"1286",2012-11-04,14.91
"1287",2012-11-06,15.34
"1288",2012-11-07,15.96
"1289",2012-11-08,14.6
"1290",2012-11-09,18.8
"1291",2012-11-10,6.52
"1292",2012-11-11,26.84
"1293",2012-11-13,29.83
"1294",2012-11-14,19.01
"1295",2012-11-16,15.23
"1296",2012-11-17,13.52
"1297",2012-11-18,13.99
"1298",2012-11-19,14.37
"1299",2012-11-20,14.04
"1300",2012-11-22,11.51
"1301",2012-11-24,12.46
"1302",2012-11-25,29.43
"1303",2012-11-26,17.51
"1304",2012-11-27,14.6
"1305",2012-11-28,17
"1306",2012-11-29,18.31
"1307",2012-11-30,16.66
"1308",2012-12-01,14.84
"1309",2012-12-02,16.55
"1310",2012-12-03,12.26
"1311",2012-12-04,16.76
"1312",2012-12-05,13.36
"1313",2012-12-06,13.31
"1314",2012-12-07,15.65
"1315",2012-12-08,12.82
"1316",2012-12-09,12.63
"1317",2012-12-10,13.84
"1318",2012-12-11,11.66
"1319",2012-12-12,9.39
"1320",2012-12-13,13.79
"1321",2012-12-15,14.44
"1322",2012-12-16,18.56
"1323",2012-12-17,18.56
"1324",2012-12-18,16.64
"1325",2012-12-19,17.2
"1326",2012-12-20,13.07
"1327",2012-12-22,17.1
"1328",2012-12-23,14.67
"1329",2012-12-24,13.65
"1330",2012-12-25,14.8
"1331",2012-12-26,15.08
"1332",2012-12-27,13.82
"1333",2012-12-28,14.78
"1334",2012-12-29,16.95
"1335",2012-12-30,16.6
"1336",2012-12-31,17.47
"1337",2013-01-01,16.04
"1338",2013-01-02,16.66
"1339",2013-01-03,16.3
"1340",2013-01-04,16.2
"1341",2013-01-05,16.86
"1342",2013-01-06,18.64
"1343",2013-01-07,17.13
"1344",2013-01-08,17.88
"1345",2013-01-09,18.15
"1346",2013-01-10,18.89
"1347",2013-01-11,28.2
"1348",2013-01-12,60.08
"1349",2013-01-14,30.5
"1350",2013-01-15,26.29
"1351",2013-01-16,22.04
"1352",2013-01-17,19.64
"1353",2013-01-18,17.96
"1354",2013-01-19,19.29
"1355",2013-01-20,17.51
"1356",2013-01-21,17.74
"1357",2013-01-22,15.26
"1358",2013-01-23,15.73
"1359",2013-01-24,16.58
"1360",2013-01-25,17.27
"1361",2013-01-26,17.48
"1362",2013-01-27,19.32
"1363",2013-01-28,23.88
"1364",2013-02-01,605.6
"1365",2013-02-02,438.3
"1366",2013-02-03,280.2
"1367",2013-02-05,130.63
"1368",2013-02-06,89.98
"1369",2013-02-07,71.59
"1370",2013-02-08,58.86
"1371",2013-02-09,48.73
"1372",2013-02-10,54.56
"1373",2013-02-12,188
"1374",2013-02-13,182.6
"1375",2013-02-14,148
"1376",2013-02-15,115
"1377",2013-02-16,81.2
"1378",2013-02-17,66.7
"1379",2013-02-18,63.2
"1380",2013-02-19,60.9
"1381",2013-02-20,48.9
"1382",2013-02-21,43.42
"1383",2013-02-22,43.19
"1384",2013-02-23,45.04
"1385",2013-02-24,43.95
"1386",2013-02-26,46.43
"1387",2013-02-27,39.58
"1388",2013-02-28,48.59
"1389",2013-03-01,41.44
"1390",2013-03-02,38.22
"1391",2013-03-03,38.67
"1392",2013-03-04,39.2
"1393",2013-03-05,41.64
"1394",2013-03-06,40.19
"1395",2013-03-07,39.62
"1396",2013-03-08,39.55
"1397",2013-03-09,45.87
"1398",2013-03-10,974.4
"1399",2013-03-16,681.1
"1400",2013-03-18,331.4
"1401",2013-03-19,220.9
"1402",2013-03-20,154.3
"1403",2013-03-22,101.8
"1404",2013-03-23,105.1
"1405",2013-03-24,116.4
"1406",2013-03-25,88.7
"1407",2013-03-26,104.1
"1408",2013-03-27,414.5
"1409",2013-04-03,453.3
"1410",2013-04-04,332.2
"1411",2013-04-06,206.41
"1412",2013-04-07,214.33
"1413",2013-04-08,223
"1414",2013-04-14,228.4
"1415",2013-04-15,218.9
"1416",2013-04-16,210.8
"1417",2013-04-17,229.9
"1418",2013-04-18,598.1
"1419",2013-04-19,555.1
"1420",2013-04-20,342.9
"1421",2013-04-21,165
"1422",2013-04-22,133.1
"1423",2013-04-23,99.9
"1424",2013-04-25,88.31
"1425",2013-04-26,73.45
"1426",2013-04-28,94.11
"1427",2013-04-29,87.65
"1428",2013-04-30,69.51
"1429",2013-05-02,73.31
"1430",2013-05-03,101.1
"1431",2013-05-04,114.3
"1432",2013-05-05,101.05
"1433",2013-05-06,92.36
"1434",2013-05-07,88.33
"1435",2013-05-08,84.37
"1436",2013-05-09,108.6
"1437",2013-05-13,104.6
"1438",2013-05-14,71.88
"1439",2013-05-15,88.18
"1440",2013-05-16,63.49
"1441",2013-05-17,88.59
"1442",2013-05-18,88.53
"1443",2013-05-20,99.3
"1444",2013-05-21,93.5
"1445",2013-05-22,106.25
"1446",2013-05-24,102.5
"1447",2013-05-25,94.63
"1448",2013-05-26,89.78
"1449",2013-05-27,84.75
"1450",2013-05-28,131.4
"1451",2013-05-29,129.5
"1452",2013-05-30,163.9
"1453",2013-06-02,115.5
"1454",2013-06-03,92.03
"1455",2013-06-04,89.01
"1456",2013-06-05,87.14
"1457",2013-06-06,108.28
"1458",2013-06-07,88.53
"1459",2013-06-08,82.41
"1460",2013-06-09,69.41
"1461",2013-06-10,82.82
"1462",2013-06-12,82.65
"1463",2013-06-13,207.1
"1464",2013-06-14,110.7
"1465",2013-06-15,102.18
"1466",2013-06-16,119.76
"1467",2013-06-17,94.43
"1468",2013-06-18,75.86
"1469",2013-06-19,68.95
"1470",2013-06-20,68.73
"1471",2013-06-21,94.79
"1472",2013-06-22,178.7
"1473",2013-06-29,618.1
"1474",2013-06-30,656.1
"1475",2013-07-01,705.2
"1476",2013-07-02,588.4
"1477",2013-07-03,502.3
"1478",2013-07-04,362.42
"1479",2013-07-05,271.69
"1480",2013-07-06,219.35
"1481",2013-07-07,176.5
"1482",2013-07-08,181.48
"1483",2013-07-09,209.14
"1484",2013-07-10,289.64
"1485",2013-07-11,187.05
"1486",2013-07-12,139.45
"1487",2013-07-13,133.39
"1488",2013-07-14,120.93
"1489",2013-07-15,108.73
"1490",2013-07-17,103.65
"1491",2013-07-18,79.92
"1492",2013-07-19,106.77
"1493",2013-07-20,98.64
"1494",2013-07-21,108.4
"1495",2013-07-22,128.9
"1496",2013-07-23,153.8
"1497",2013-07-24,98.3
"1498",2013-07-25,75.52
"1499",2013-07-26,100.04
"1500",2013-07-27,82.84
"1501",2013-07-28,80.59
"1502",2013-07-29,73.41
"1503",2013-07-30,66.61
"1504",2013-07-31,66.81
"1505",2013-08-01,62.24
"1506",2013-08-02,60.64
"1507",2013-08-03,53.26
"1508",2013-08-04,47.8
"1509",2013-08-05,49.46
"1510",2013-08-06,47.43
"1511",2013-08-07,50.92
"1512",2013-08-08,43.09
"1513",2013-08-09,43.74
"1514",2013-08-10,41.35
"1515",2013-08-11,38.86
"1516",2013-08-12,37.22
"1517",2013-08-14,36.01
"1518",2013-08-15,36.9
"1519",2013-08-16,36.51
"1520",2013-08-17,33.63
"1521",2013-08-18,35.69
"1522",2013-08-19,37.22
"1523",2013-08-20,31.6
"1524",2013-08-21,34.18
"1525",2013-08-22,106.5
"1526",2013-08-23,107.4
"1527",2013-08-24,55.64
"1528",2013-08-25,39.91
"1529",2013-08-26,38.87
"1530",2013-08-27,36.3
"1531",2013-08-28,36.62
"1532",2013-08-29,30.26
"1533",2013-08-30,38.49
"1534",2013-08-31,29.99
"1535",2013-09-01,32.3
"1536",2013-09-02,33.8
"1537",2013-09-03,31.41
"1538",2013-09-04,31.96
"1539",2013-09-05,28.36
"1540",2013-09-06,28.18
"1541",2013-09-07,34.12
"1542",2013-09-08,27.73
"1543",2013-09-09,25.74
"1544",2013-09-10,26.79
"1545",2013-09-11,33.28
"1546",2013-09-12,32.25
"1547",2013-09-13,26.86
"1548",2013-09-14,23.51
"1549",2013-09-15,46.47
"1550",2013-09-16,36.2
"1551",2013-09-18,30.7
"1552",2013-09-19,55
"1553",2013-09-20,111.2
"1554",2013-09-21,79.98
"1555",2013-09-22,48.59
"1556",2013-09-23,41.29
"1557",2013-09-24,37.92
"1558",2013-09-25,33.71
"1559",2013-09-26,31.04
"1560",2013-09-27,28.64
"1561",2013-09-28,21.73
"1562",2013-09-29,31.31
"1563",2013-09-30,23.38
"1564",2013-10-01,25.89
"1565",2013-10-02,23.58
"1566",2013-10-03,22.24
"1567",2013-10-04,31.63
"1568",2013-10-05,23.86
"1569",2013-10-06,29.2
"1570",2013-10-07,26.8
"1571",2013-10-08,19.55
"1572",2013-10-09,20.87
"1573",2013-10-10,18.93
"1574",2013-10-11,15.98
"1575",2013-10-12,17.45
"1576",2013-10-13,17.83
"1577",2013-10-14,16.57
"1578",2013-10-15,14.12
"1579",2013-10-16,20.89
"1580",2013-10-17,15.54
"1581",2013-10-18,15.61
"1582",2013-10-19,15.24
"1583",2013-10-20,13.61
"1584",2013-10-21,16.56
"1585",2013-10-22,13.79
"1586",2013-10-23,12.49
"1587",2013-10-24,12.17
"1588",2013-10-25,4.39
"1589",2013-10-26,19.95
"1590",2013-10-27,10.78
"1591",2013-10-28,13.5
"1592",2013-10-29,9.67
"1593",2013-10-31,15.91
"1594",2013-11-01,25.85
"1595",2013-11-02,23.15
"1596",2013-11-03,19.22
"1597",2013-11-05,26.5
"1598",2013-11-06,58.67
"1599",2013-11-07,50.07
"1600",2013-11-08,27.06
"1601",2013-11-10,37.07
"1602",2013-11-12,31.26
"1603",2013-11-13,15.87
"1604",2013-11-14,41.02
"1605",2013-11-15,27.92
"1606",2013-11-16,18.46
"1607",2013-11-20,47.59
"1608",2013-11-21,43.45
"1609",2013-11-22,33.63
"1610",2013-11-23,28.81
"1611",2013-11-24,18.76
"1612",2013-11-25,24.59
"1613",2013-11-27,63.37
"1614",2013-11-28,25.19
"1615",2013-11-29,19.61
"1616",2013-11-30,21.73
"1617",2013-12-01,21.92
"1618",2013-12-02,20.6
"1619",2013-12-03,21.97
"1620",2013-12-04,19.48
"1621",2013-12-05,25.1
"1622",2013-12-06,19.4
"1623",2013-12-07,15.76
"1624",2013-12-08,15.56
"1625",2013-12-09,15.47
"1626",2013-12-10,14.19
"1627",2013-12-11,14.27
"1628",2013-12-12,14.01
"1629",2013-12-13,14.11
"1630",2013-12-14,14.41
"1631",2013-12-15,14.41
"1632",2013-12-16,13.87
"1633",2013-12-17,14.37
"1634",2013-12-19,14.31
"1635",2013-12-20,14.25
"1636",2013-12-21,14.42
"1637",2013-12-22,14.94
"1638",2013-12-23,15.05
"1639",2013-12-24,13.52
"1640",2013-12-25,14.26
"1641",2013-12-26,14.77
"1642",2013-12-27,15.04
"1643",2013-12-28,15.86
"1644",2013-12-29,16.18
"1645",2013-12-30,15.39
"1646",2013-12-31,15.88
"1647",2014-01-01,16.8
"1648",2014-01-02,16.48
"1649",2014-01-03,16.71
"1650",2014-01-04,17.66
"1651",2014-01-05,17.35
"1652",2014-01-06,16.27
"1653",2014-01-07,17.58
"1654",2014-01-08,19.03
"1655",2014-01-09,20.85
"1656",2014-01-10,22.79
"1657",2014-01-11,25.28
"1658",2014-01-12,27.51
"1659",2014-01-13,28.95
"1660",2014-01-14,25.99
"1661",2014-01-15,24.56
"1662",2014-01-16,23.82
"1663",2014-01-17,23.22
"1664",2014-01-18,23
"1665",2014-01-19,23.03
"1666",2014-01-20,21.98
"1667",2014-01-21,23.8
"1668",2014-01-22,23.49
"1669",2014-01-23,23.51
"1670",2014-01-24,24.57
"1671",2014-01-25,25.62
"1672",2014-01-26,27.14
"1673",2014-01-28,28.23
"1674",2014-01-29,25.39
"1675",2014-01-30,25.49
"1676",2014-01-31,23.26
"1677",2014-02-01,22.87
"1678",2014-02-02,22.49
"1679",2014-02-03,21.09
"1680",2014-02-04,21.16
"1681",2014-02-05,20.05
"1682",2014-02-06,18.96
"1683",2014-02-07,18.93
"1684",2014-02-08,18.06
"1685",2014-02-09,17.71
"1686",2014-02-10,16.77
"1687",2014-02-11,17.12
"1688",2014-02-12,16.61
"1689",2014-02-13,17.18
"1690",2014-02-14,16.1
"1691",2014-02-15,14.66
"1692",2014-02-16,14.95
"1693",2014-02-17,14.04
"1694",2014-02-18,13.16
"1695",2014-02-20,12.15
"1696",2014-02-21,18.13
"1697",2014-02-22,14.93
"1698",2014-02-23,12.53
"1699",2014-02-24,10.13
"1700",2014-02-25,8.64
"1701",2014-02-26,7.81
"1702",2014-02-27,7.6
"1703",2014-02-28,8.65
"1704",2014-03-01,7.12
"1705",2014-03-02,7.54
"1706",2014-03-03,7.72
"1707",2014-03-04,9.49
"1708",2014-03-05,10.26
"1709",2014-03-06,10.38
"1710",2014-03-07,12.36
"1711",2014-03-08,17.36
"1712",2014-03-09,30.37
"1713",2014-03-11,509.7
"1714",2014-03-12,3629.23
"1715",2014-03-13,2400.7
"1716",2014-03-14,2500.3
"1717",2014-03-17,2653
"1718",2014-03-19,2100
"1719",2014-03-20,1840
"1720",2014-03-21,1192.8
"1721",2014-03-23,485.9
"1722",2014-03-24,297.5
"1723",2014-03-25,198.21
"1724",2014-03-26,113.42
"1725",2014-03-27,92.26
"1726",2014-03-29,330.6
"1727",2014-03-30,214.9
"1728",2014-04-01,259.7
"1729",2014-04-02,338.53
"1730",2014-04-04,188.25
"1731",2014-04-05,215.2
"1732",2014-04-06,157.64
"1733",2014-04-07,158.38
"1734",2014-04-08,133.38
"1735",2014-04-09,87.29
"1736",2014-04-10,109.97
"1737",2014-04-11,81.57
"1738",2014-04-16,300.5
"1739",2014-04-18,178.85
"1740",2014-04-19,124.3
"1741",2014-04-20,120.27
"1742",2014-04-21,105.48
"1743",2014-04-22,94.25
"1744",2014-04-23,81.93
"1745",2014-04-24,86.06
"1746",2014-04-25,95.24
"1747",2014-04-27,89.8
"1748",2014-04-30,156.9
"1749",2014-05-02,83.38
"1750",2014-05-03,68.13
"1751",2014-05-04,61.4
"1752",2014-05-05,53.63
"1753",2014-05-06,46.25
"1754",2014-05-07,39.11
"1755",2014-05-08,32.68
"1756",2014-05-11,65.89
"1757",2014-05-12,194.4
"1758",2014-05-15,133.46
"1759",2014-05-16,95.11
"1760",2014-05-17,73.96
"1761",2014-05-18,69.6
"1762",2014-05-19,62.61
"1763",2014-05-20,64.14
"1764",2014-05-21,56.08
"1765",2014-05-22,52.27
"1766",2014-05-23,44.98
"1767",2014-05-24,48.1
"1768",2014-05-25,45.81
"1769",2014-05-26,51.85
"1770",2014-05-27,62.4
"1771",2014-05-28,172.7
"1772",2014-05-29,121.2
"1773",2014-05-30,87.47
"1774",2014-05-31,62.19
"1775",2014-06-01,61.5
"1776",2014-06-05,163.6
"1777",2014-06-06,134.47
"1778",2014-06-07,114.09
"1779",2014-06-08,98.76
"1780",2014-06-09,80.26
"1781",2014-06-10,73.41
"1782",2014-06-11,59.03
"1783",2014-06-12,54.46
"1784",2014-06-13,61.98
"1785",2014-06-14,49.8
"1786",2014-06-16,54.57
"1787",2014-06-17,73.2
"1788",2014-06-18,219.2
"1789",2014-06-23,297.3
"1790",2014-06-24,217.8
"1791",2014-06-25,166.43
"1792",2014-06-26,131.17
"1793",2014-06-27,100.05
"1794",2014-06-28,84.36
"1795",2014-06-29,94.9
"1796",2014-06-30,440.5
"1797",2014-07-04,139.7
"1798",2014-07-05,104.65
"1799",2014-07-06,126.22
"1800",2014-07-08,124.84
"1801",2014-07-09,103.97
"1802",2014-07-10,83.85
"1803",2014-07-11,86.24
"1804",2014-07-12,92.07
"1805",2014-07-13,87.1
"1806",2014-07-14,78.31
"1807",2014-07-15,82.74
"1808",2014-07-16,73.71
"1809",2014-07-17,70.16
"1810",2014-07-18,72.55
"1811",2014-07-19,68.18
"1812",2014-07-20,62.46
"1813",2014-07-21,60.66
"1814",2014-07-22,71.54
"1815",2014-07-23,56.84
"1816",2014-07-24,55.41
"1817",2014-07-25,53.51
"1818",2014-07-26,64.51
"1819",2014-07-27,59.57
"1820",2014-07-28,50.66
"1821",2014-07-29,55.73
"1822",2014-07-30,54.01
"1823",2014-07-31,53.25
"1824",2014-08-01,59.67
"1825",2014-08-02,73.6
"1826",2014-08-03,58.41
"1827",2014-08-04,94.29
"1828",2014-08-08,81.01
"1829",2014-08-09,77.83
"1830",2014-08-10,70.89
"1831",2014-08-12,65.76
"1832",2014-08-13,69.11
"1833",2014-08-14,62.05
"1834",2014-08-15,52.15
"1835",2014-08-16,69.56
"1836",2014-08-17,60.37
"1837",2014-08-18,47.58
"1838",2014-08-19,67.7
"1839",2014-08-20,64.76
"1840",2014-08-21,62.75
"1841",2014-08-22,66.33
"1842",2014-08-23,62.46
"1843",2014-08-24,54.25
"1844",2014-08-25,144
"1845",2014-08-26,104.1
"1846",2014-08-27,75.43
"1847",2014-08-28,67.65
"1848",2014-08-30,87.92
"1849",2014-08-31,78.89
"1850",2014-09-01,69.88
"1851",2014-09-02,65.2
"1852",2014-09-03,37.78
"1853",2014-09-04,505.1
"1854",2014-09-05,269
"1855",2014-09-06,140.7
"1856",2014-09-07,102.3
"1857",2014-09-08,70.1
"1858",2014-09-09,57.8
"1859",2014-09-10,64.6
"1860",2014-09-11,48.72
"1861",2014-09-12,46.78
"1862",2014-09-13,40.95
"1863",2014-09-14,32.72
"1864",2014-09-15,41.01
"1865",2014-09-17,32.68
"1866",2014-09-18,31.48
"1867",2014-09-19,17.56
"1868",2014-09-20,38.04
"1869",2014-09-21,34.15
"1870",2014-09-22,27.9
"1871",2014-09-23,27.63
"1872",2014-09-24,28.21
"1873",2014-09-25,29.73
"1874",2014-09-26,28.58
"1875",2014-09-27,27.25
"1876",2014-09-28,27.99
"1877",2014-09-29,32.11
"1878",2014-09-30,21.52
"1879",2014-10-02,22.09
"1880",2014-10-03,39.28
"1881",2014-10-04,42.78
"1882",2014-10-05,33.58
"1883",2014-10-06,30.95
"1884",2014-10-07,37.79
"1885",2014-10-08,30.41
"1886",2014-10-09,32.43
"1887",2014-10-10,30.53
"1888",2014-10-11,29.23
"1889",2014-10-12,35.08
"1890",2014-10-13,62.65
"1891",2014-10-16,134.2
"1892",2014-10-17,93.75
"1893",2014-10-18,69.72
"1894",2014-10-19,52.71
"1895",2014-10-20,62.97
"1896",2014-10-21,41.07
"1897",2014-10-22,37.42
"1898",2014-10-23,45.64
"1899",2014-10-24,47.18
"1900",2014-10-25,39.92
"1901",2014-10-26,43.59
"1902",2014-10-27,31.91
"1903",2014-10-28,31.39
"1904",2014-10-29,42.94
"1905",2014-10-30,33.12
"1906",2014-10-31,28.68
"1907",2014-11-01,20.85
"1908",2014-11-02,18.99
"1909",2014-11-03,35.2
"1910",2014-11-04,30.9
"1911",2014-11-05,32.35
"1912",2014-11-06,34.22
"1913",2014-11-07,22
"1914",2014-11-08,35.73
"1915",2014-11-09,31.67
"1916",2014-11-10,29.53
"1917",2014-11-11,23.72
"1918",2014-11-12,27.15
"1919",2014-11-13,26.05
"1920",2014-11-14,24.5
"1921",2014-11-15,22
"1922",2014-11-16,22.3
"1923",2014-11-18,20.03
"1924",2014-11-19,21.85
"1925",2014-11-20,20.97
"1926",2014-11-21,18.36
"1927",2014-11-22,22.78
"1928",2014-11-23,50.64
"1929",2014-11-24,53.49
"1930",2014-11-25,43.17
"1931",2014-11-26,28.96
