"","sampledate","CyanoDens_cellsmL","Chla_ugL","extTotP_kgday","Epi_TotP_mgL","Hypo_TotP_mgL","HE_ratio_TotP_mgL","Yr","MoYr","daynum","Mo"
"208",2015-08-20,583731.126646154,8.99230769230769,85.7214080667838,0.02376,0.428928571428571,18.0525493025493,2015,"08/01/2015",232,8
"209",2015-08-21,582443.523369231,9.13846153846154,39.4212596057732,0.02414,0.431071428571429,17.8571428571429,2015,"08/01/2015",233,8
"210",2015-08-22,581155.920092308,9.28461538461538,36.4665331037783,0.02452,0.433214285714286,17.6677930552319,2015,"08/01/2015",234,8
"211",2015-08-23,579868.316815385,9.43076923076923,43.7635309463793,0.0249,0.435357142857143,17.4842226047045,2015,"08/01/2015",235,8
"212",2015-08-24,578580.713538462,9.57692307692308,39.5455455263672,0.02528,0.4375,17.306170886076,2015,"08/01/2015",236,8
"213",2015-08-25,577293.110261538,9.72307692307692,36.6340744392562,0.02566,0.439642857142857,17.1333927179601,2015,"08/01/2015",237,8
"214",2015-08-26,576005.506984615,9.86923076923077,30.6755676418036,0.02604,0.441785714285714,16.9656572306342,2015,"08/01/2015",238,8
"215",2015-08-27,574717.903707692,10.0153846153846,31.7543351805339,0.02642,0.443928571428571,16.8027468368119,2015,"08/01/2015",239,8
"216",2015-08-28,573430.300430769,10.1615384615385,67.0649689337969,0.0268,0.446071428571429,16.6444562899787,2015,"08/01/2015",240,8
"217",2015-08-29,572142.697153846,10.3076923076923,162.369108043909,0.02718,0.448214285714286,16.4905918217177,2015,"08/01/2015",241,8
"218",2015-08-30,570855.093876923,10.4538461538462,77.6182864529502,0.02756,0.450357142857143,16.3409703504043,2015,"08/01/2015",242,8
"219",2015-08-31,569567.4906,10.6,54.3203034600322,0.02794,0.4525,16.1954187544739,2015,"08/01/2015",243,8
"220",2015-09-01,559928.904016216,10.6027027027027,41.0114343488689,0.02832,0.453378378378378,16.00912353031,2015,"09/01/2015",244,9
"221",2015-09-02,550290.317432432,10.6054054054054,37.3924142807386,0.0287,0.454256756756757,15.8277615594689,2015,"09/01/2015",245,9
"222",2015-09-03,540651.730848649,10.6081081081081,36.7462742880444,0.02908,0.455135135135135,15.6511394475631,2015,"09/01/2015",246,9
"223",2015-09-04,531013.144264865,10.6108108108108,30.9864537034153,0.02946,0.456013513513514,15.4790737784628,2015,"09/01/2015",247,9
"224",2015-09-05,521374.557681081,10.6135135135135,29.4299927395674,0.02984,0.456891891891892,15.3113904789508,2015,"09/01/2015",248,9
"225",2015-09-06,511735.971097297,10.6162162162162,29.9667464426995,0.03022,0.45777027027027,15.1479242313127,2015,"09/01/2015",249,9
"226",2015-09-07,502097.384513514,10.6189189189189,49.323812499762,0.0306,0.458648648648649,14.9885179296944,2015,"09/01/2015",250,9
"227",2015-09-08,492458.79792973,10.6216216216216,47.2038551490772,0.03098,0.459527027027027,14.8330221764696,2015,"09/01/2015",251,9
"228",2015-09-09,482820.211345946,10.6243243243243,34.9976594619238,0.03136,0.460405405405405,14.6812948152234,2015,"09/01/2015",252,9
"229",2015-09-10,473181.624762162,10.627027027027,50.0670584167155,0.03174,0.461283783783784,14.5332004972837,2015,"09/01/2015",253,9
"230",2015-09-11,463543.038178378,10.6297297297297,36.1967739383316,0.03212,0.462162162162162,14.3886102790212,2015,"09/01/2015",254,9
"231",2015-09-12,453904.451594595,10.6324324324324,31.5385229550301,0.0325,0.463040540540541,14.2474012474012,2015,"09/01/2015",255,9
"232",2016-07-13,538114.116084615,3.62307692307692,31.2667197237419,0.0235384615384615,0.430092592592593,18.2719075284435,2016,"07/01/2016",195,7
"233",2016-07-14,544302.414807692,3.43846153846154,34.1287345099916,0.0232307692307692,0.426666666666667,18.3664459161148,2016,"07/01/2016",196,7
"234",2016-07-15,550490.713530769,3.25384615384615,33.3037366033982,0.0229230769230769,0.423240740740741,18.4635222470793,2016,"07/01/2016",197,7
"235",2016-07-16,556679.012253846,3.06923076923077,28.3491945450478,0.0226153846153846,0.419814814814815,18.5632401108592,2016,"07/01/2016",198,7
"236",2016-07-17,562867.310976923,2.88461538461538,44.8312757013061,0.0223076923076923,0.416388888888889,18.6657088122605,2016,"07/01/2016",199,7
"237",2016-07-18,569055.6097,2.7,38.4046105616075,0.022,0.412962962962963,18.7710437710438,2016,"07/01/2016",200,7
"238",2016-07-19,558259.20535,2.85,31.885960820848,0.022,0.409537037037037,18.6153198653199,2016,"07/01/2016",201,7
"239",2016-07-20,547462.801,3,31.0252563550023,0.022,0.406111111111111,18.459595959596,2016,"07/01/2016",202,7
"240",2016-07-21,536666.39665,3.15,186.37328857442,0.022,0.402685185185185,18.3038720538721,2016,"07/01/2016",203,7
"241",2016-07-22,525869.9923,3.3,579.643861072018,0.022,0.399259259259259,18.1481481481481,2016,"07/01/2016",204,7
"242",2016-07-23,515073.58795,3.45,224.547959059974,0.022,0.395833333333333,17.9924242424242,2016,"07/01/2016",205,7
"243",2016-07-24,504277.1836,3.6,191.273601661631,0.022,0.392407407407407,17.8367003367003,2016,"07/01/2016",206,7
"244",2016-07-25,493480.77925,3.75,113.154273449866,0.022,0.388981481481481,17.6809764309764,2016,"07/01/2016",207,7
"245",2016-07-26,482684.3749,3.9,74.4231351986566,0.022,0.385555555555556,17.5252525252525,2016,"07/01/2016",208,7
"246",2016-07-27,471887.97055,4.05,56.5774629998273,0.022,0.38212962962963,17.3695286195286,2016,"07/01/2016",209,7
"247",2016-07-28,461091.5662,4.2,65.8067201646906,0.022,0.378703703703704,17.2138047138047,2016,"07/01/2016",210,7
"248",2016-07-29,450295.16185,4.35,84.6422104843692,0.022,0.375277777777778,17.0580808080808,2016,"07/01/2016",211,7
"249",2016-07-30,439498.7575,4.5,50.0414915205283,0.022,0.371851851851852,16.9023569023569,2016,"07/01/2016",212,7
"250",2016-07-31,428702.35315,4.65,41.4343979306068,0.022,0.368425925925926,16.746632996633,2016,"07/01/2016",213,7
"251",2016-08-01,417905.9488,4.8,39.6676295310452,0.022,0.365,16.5909090909091,2016,"08/01/2016",214,8
"252",2016-08-02,448042.019492857,4.73571428571429,37.5503650491155,0.0220714285714286,0.367275862068966,16.6403303202768,2016,"08/01/2016",215,8
"253",2016-08-03,478178.090185714,4.67142857142857,34.2042357601792,0.0221428571428571,0.369551724137931,16.6894327030033,2016,"08/01/2016",216,8
"254",2016-08-04,508314.160878571,4.60714285714286,82.9576573923062,0.0222142857142857,0.371827586206897,16.7382193147799,2016,"08/01/2016",217,8
"255",2016-08-05,538450.231571429,4.54285714285714,106.857478970514,0.0222857142857143,0.374103448275862,16.7866931918656,2016,"08/01/2016",218,8
"256",2016-08-06,568586.302264286,4.47857142857143,81.5718509459234,0.0223571428571429,0.376379310344828,16.8348573317175,2016,"08/01/2016",219,8
"257",2016-08-07,598722.372957143,4.41428571428571,62.6039600676206,0.0224285714285714,0.378655172413793,16.8827146936086,2016,"08/01/2016",220,8
"258",2016-08-08,628858.44365,4.35,48.624387368433,0.0225,0.380931034482759,16.9302681992337,2016,"08/01/2016",221,8
"259",2016-08-09,658994.514342857,4.28571428571429,44.5528491138251,0.0225714285714286,0.383206896551724,16.9775207333042,2016,"08/01/2016",222,8
"260",2016-08-10,689130.585035714,4.22142857142857,40.5092017941537,0.0226428571428571,0.38548275862069,17.0244751441314,2016,"08/01/2016",223,8
"261",2016-08-11,719266.655728571,4.15714285714286,48.8263220987402,0.0227142857142857,0.387758620689655,17.0711342441987,2016,"08/01/2016",224,8
"262",2016-08-12,749402.726421429,4.09285714285714,73.4976192707967,0.0227857142857143,0.390034482758621,17.1175008107232,2016,"08/01/2016",225,8
"263",2016-08-13,779538.797114286,4.02857142857143,48.1315047160581,0.0228571428571429,0.392310344827586,17.1635775862069,2016,"08/01/2016",226,8
"264",2016-08-14,809674.867807143,3.96428571428571,41.5240893055866,0.0229285714285714,0.394586206896552,17.2093672789773,2016,"08/01/2016",227,8
"265",2016-08-15,839810.9385,3.9,39.1131381719227,0.023,0.396862068965517,17.2548725637181,2016,"08/01/2016",228,8
"266",2016-08-16,817766.64282,3.87333333333333,34.5996998586991,0.0226666666666667,0.399137931034483,17.6090263691684,2016,"08/01/2016",229,8
"267",2016-08-17,795722.34714,3.84666666666667,58.6219950577228,0.0223333333333333,0.401413793103448,17.9737519300051,2016,"08/01/2016",230,8
"268",2016-08-18,773678.05146,3.82,40.3884027014318,0.022,0.403689655172414,18.3495297805643,2016,"08/01/2016",231,8
"269",2016-08-19,751633.75578,3.79333333333333,144.958987103924,0.0216666666666667,0.405965517241379,18.7368700265252,2016,"08/01/2016",232,8
"270",2016-08-20,729589.4601,3.76666666666667,86.2856306462948,0.0213333333333333,0.408241379310345,19.1363146551724,2016,"08/01/2016",233,8
"271",2016-08-21,707545.16442,3.74,80.4793091998516,0.021,0.41051724137931,19.5484400656814,2016,"08/01/2016",234,8
"272",2016-08-22,685500.86874,3.71333333333333,56.4301548250445,0.0206666666666667,0.412793103448276,19.9738598442714,2016,"08/01/2016",235,8
"273",2016-08-23,663456.57306,3.68666666666667,50.5717128731095,0.0203333333333333,0.415068965517241,20.4132278123233,2016,"08/01/2016",236,8
"274",2016-08-24,641412.27738,3.66,69.565196035342,0.02,0.417344827586207,20.8672413793103,2016,"08/01/2016",237,8
"275",2016-08-25,619367.9817,3.63333333333333,48.6892704907588,0.0196666666666667,0.419620689655172,21.3366452367037,2016,"08/01/2016",238,8
"276",2016-08-26,597323.68602,3.60666666666667,60.0969311343776,0.0193333333333333,0.421896551724138,21.8222354340071,2016,"08/01/2016",239,8
"277",2016-08-27,575279.39034,3.58,113.260893374782,0.019,0.424172413793103,22.3248638838475,2016,"08/01/2016",240,8
"278",2016-08-28,553235.09466,3.55333333333333,80.5385162722606,0.0186666666666667,0.426448275862069,22.8454433497537,2016,"08/01/2016",241,8
"279",2016-08-29,531190.79898,3.52666666666667,57.1531906146732,0.0183333333333333,0.428724137931034,23.3849529780564,2016,"08/01/2016",242,8
"280",2016-08-30,509146.5033,3.5,52.8387290325085,0.018,0.431,23.9444444444444,2016,"08/01/2016",243,8
"281",2016-08-31,501372.439591429,3.56571428571429,41.8157208357993,0.0185714285714286,0.431028571428571,23.2092307692308,2016,"08/01/2016",244,8
"282",2016-09-01,493598.375882857,3.63142857142857,39.547062401776,0.0191428571428571,0.431057142857143,22.5179104477612,2016,"09/01/2016",245,9
"283",2016-09-02,485824.312174286,3.69714285714286,38.0174158806389,0.0197142857142857,0.431085714285714,21.8666666666667,2016,"09/01/2016",246,9
"284",2016-09-03,478050.248465714,3.76285714285714,35.4839648248463,0.0202857142857143,0.431114285714286,21.2521126760563,2016,"09/01/2016",247,9
"285",2016-09-04,470276.184757143,3.82857142857143,34.092280568715,0.0208571428571429,0.431142857142857,20.6712328767123,2016,"09/01/2016",248,9
"286",2016-09-05,462502.121048571,3.89428571428571,34.2707825523082,0.0214285714285714,0.431171428571429,20.1213333333333,2016,"09/01/2016",249,9
"287",2016-09-06,454728.05734,3.96,82.9548050352855,0.022,0.4312,19.6,2016,"09/01/2016",250,9
"288",2016-09-07,446953.993631429,4.02571428571429,250.268381230933,0.0225714285714286,0.431228571428571,19.1050632911392,2016,"09/01/2016",251,9
"289",2016-09-08,439179.929922857,4.09142857142857,342.423046913665,0.0231428571428571,0.431257142857143,18.6345679012346,2016,"09/01/2016",252,9
"290",2016-09-09,431405.866214286,4.15714285714286,141.34661279943,0.0237142857142857,0.431285714285714,18.1867469879518,2016,"09/01/2016",253,9
"291",2016-09-10,423631.802505714,4.22285714285714,104.085235303377,0.0242857142857143,0.431314285714286,17.76,2016,"09/01/2016",254,9
"292",2016-09-11,415857.738797143,4.28857142857143,75.7936321305292,0.0248571428571429,0.431342857142857,17.3528735632184,2016,"09/01/2016",255,9
"293",2017-07-14,513279.481128571,0,71.500140751585,0.0467142857142857,0.323428571428571,6.92354740061162,2017,"07/01/2017",195,7
"294",2017-07-15,553893.666785714,0,69.0910334549879,0.0466428571428571,0.326785714285714,7.00612557427259,2017,"07/01/2017",196,7
"295",2017-07-16,594507.852442857,0,63.0944490707836,0.0465714285714286,0.330142857142857,7.08895705521472,2017,"07/01/2017",197,7
"296",2017-07-17,635122.0381,0,58.9524495068626,0.0465,0.3335,7.17204301075269,2017,"07/01/2017",198,7
"297",2017-07-18,675736.223757143,0,68.3485403449842,0.0464285714285714,0.336857142857143,7.25538461538461,2017,"07/01/2017",199,7
"298",2017-07-19,716350.409414286,0,87.5721244366234,0.0463571428571429,0.340214285714286,7.33898305084746,2017,"07/01/2017",200,7
"299",2017-07-20,756964.595071429,0,499.244406756328,0.0462857142857143,0.343571428571429,7.42283950617284,2017,"07/01/2017",201,7
"300",2017-07-21,797578.780728571,0,347.810226553028,0.0462142857142857,0.346928571428571,7.50695517774343,2017,"07/01/2017",202,7
"301",2017-07-22,838192.966385714,0,541.620834722315,0.0461428571428571,0.350285714285714,7.59133126934985,2017,"07/01/2017",203,7
"302",2017-07-23,878807.152042857,0,314.381081427397,0.0460714285714286,0.353642857142857,7.67596899224806,2017,"07/01/2017",204,7
"303",2017-07-24,919421.3377,0,183.610200301857,0.046,0.357,7.76086956521739,2017,"07/01/2017",205,7
"304",2017-07-25,909096.314035714,0,124.984923009398,0.0452857142857143,0.360357142857143,7.95741324921136,2017,"07/01/2017",206,7
"305",2017-07-26,898771.290371429,0,113.647247824064,0.0445714285714286,0.363714285714286,8.16025641025641,2017,"07/01/2017",207,7
"306",2017-07-27,888446.266707143,0,109.408569819367,0.0438571428571429,0.367071428571429,8.36970684039088,2017,"07/01/2017",208,7
"307",2017-07-28,878121.243042857,0,85.0758624991859,0.0431428571428571,0.370428571428571,8.58609271523179,2017,"07/01/2017",209,7
"308",2017-07-29,867796.219378571,0,68.4683716582613,0.0424285714285714,0.373785714285714,8.80976430976431,2017,"07/01/2017",210,7
"309",2017-07-30,857471.195714286,0,56.9161910649106,0.0417142857142857,0.377142857142857,9.04109589041096,2017,"07/01/2017",211,7
"310",2017-07-31,847146.17205,0,50.7770782308784,0.041,0.3805,9.28048780487805,2017,"07/01/2017",212,7
"311",2017-08-01,836821.148385714,0,46.409822668747,0.0402857142857143,0.383857142857143,9.52836879432624,2017,"08/01/2017",213,8
"312",2017-08-02,826496.124721429,0,42.3102222190759,0.0395714285714286,0.387214285714286,9.78519855595668,2017,"08/01/2017",214,8
"313",2017-08-03,816171.101057143,0,52.2415341204962,0.0388571428571429,0.390571428571429,10.0514705882353,2017,"08/01/2017",215,8
"314",2017-08-04,805846.077392857,0,44.091091581808,0.0381428571428571,0.393928571428571,10.3277153558052,2017,"08/01/2017",216,8
"315",2017-08-05,795521.053728572,0,39.0250860010137,0.0374285714285714,0.397285714285714,10.6145038167939,2017,"08/01/2017",217,8
"316",2017-08-06,785196.030064286,0,36.4407706875607,0.0367142857142857,0.400642857142857,10.9124513618677,2017,"08/01/2017",218,8
"317",2017-08-07,774871.0064,0,34.293560149173,0.036,0.404,11.2222222222222,2017,"08/01/2017",219,8
"318",2017-08-08,781900.72308125,0,32.3261727439282,0.03575,0.406966666666667,11.383682983683,2017,"08/01/2017",220,8
"319",2017-08-09,788930.4397625,0,30.4347269720541,0.0355,0.409933333333333,11.5474178403756,2017,"08/01/2017",221,8
"320",2017-08-10,795960.15644375,0,66.2848294085645,0.03525,0.4129,11.713475177305,2017,"08/01/2017",222,8
"321",2017-08-11,802989.873125,0,51.2403001259339,0.035,0.415866666666667,11.8819047619048,2017,"08/01/2017",223,8
"322",2017-08-12,810019.58980625,0,30.6030756767012,0.03475,0.418833333333333,12.052757793765,2017,"08/01/2017",224,8
"323",2017-08-13,817049.3064875,0,29.0578934154899,0.0345,0.4218,12.2260869565217,2017,"08/01/2017",225,8
"324",2017-08-14,824079.02316875,0,27.8558185854616,0.03425,0.424766666666667,12.4019464720195,2017,"08/01/2017",226,8
"325",2017-08-15,831108.73985,0,27.9655718610097,0.034,0.427733333333333,12.5803921568627,2017,"08/01/2017",227,8
"326",2017-08-16,838138.45653125,0,84.1241630399878,0.03375,0.4307,12.7614814814815,2017,"08/01/2017",228,8
"327",2017-08-17,845168.1732125,0,73.6296681962017,0.0335,0.433666666666667,12.9452736318408,2017,"08/01/2017",229,8
"328",2017-08-18,852197.88989375,0,55.8746236722951,0.03325,0.436633333333333,13.1318295739348,2017,"08/01/2017",230,8
"329",2017-08-19,859227.606575,0,39.0648770681897,0.033,0.4396,13.3212121212121,2017,"08/01/2017",231,8
"330",2017-08-20,866257.32325625,0,34.4757148666136,0.03275,0.442566666666667,13.5134860050891,2017,"08/01/2017",232,8
"331",2017-08-21,873287.0399375,0,31.8766418233767,0.0325,0.445533333333333,13.7087179487179,2017,"08/01/2017",233,8
"332",2017-08-22,880316.75661875,0,32.1586558741827,0.03225,0.4485,13.906976744186,2017,"08/01/2017",234,8
"333",2017-08-23,887346.4733,0,30.0478063072885,0.032,0.451466666666667,14.1083333333333,2017,"08/01/2017",235,8
"334",2017-08-24,853701.985135714,0,28.6383843951669,0.0317857142857143,0.454433333333333,14.2967790262172,2017,"08/01/2017",236,8
"335",2017-08-25,820057.496971429,0,27.834959102017,0.0315714285714286,0.4574,14.4877828054299,2017,"08/01/2017",237,8
"336",2017-08-26,786413.008807143,0,28.8270947517047,0.0313571428571429,0.460366666666667,14.6813971146545,2017,"08/01/2017",238,8
"337",2017-08-27,752768.520642857,0,37.1473589029046,0.0311428571428571,0.463333333333333,14.8776758409786,2017,"08/01/2017",239,8
"338",2017-08-28,719124.032478571,0,33.3470396803597,0.0309285714285714,0.4663,15.0766743648961,2017,"08/01/2017",240,8
"339",2017-08-29,685479.544314286,0,30.7061865059026,0.0307142857142857,0.469266666666667,15.2784496124031,2017,"08/01/2017",241,8
"340",2017-08-30,651835.05615,0,40.7676520189287,0.0305,0.472233333333333,15.4830601092896,2017,"08/01/2017",242,8
"341",2017-08-31,618190.567985714,0,37.1243872891459,0.0302857142857143,0.4752,15.6905660377358,2017,"08/01/2017",243,8
"342",2017-09-01,584546.079821429,0,32.855635658805,0.0300714285714286,0.478166666666667,15.9010292953286,2017,"09/01/2017",244,9
"343",2017-09-02,550901.591657143,0,28.5615708811395,0.0298571428571429,0.481133333333333,16.1145135566188,2017,"09/01/2017",245,9
"344",2017-09-03,517257.103492857,0,22.8628421308973,0.0296428571428571,0.4841,16.3310843373494,2017,"09/01/2017",246,9
"345",2017-09-04,483612.615328571,0,26.6865144267975,0.0294285714285714,0.487066666666667,16.5508090614887,2017,"09/01/2017",247,9
"346",2017-09-05,449968.127164286,0,23.9709539612697,0.0292142857142857,0.490033333333333,16.7737571312143,2017,"09/01/2017",248,9
"347",2017-09-06,416323.639,0,20.4704507018324,0.029,0.493,17,2017,"09/01/2017",249,9
"348",2017-09-07,416844.298763158,0,19.4242042839958,0.0288947368421053,0.494821428571429,17.1249674733281,2017,"09/01/2017",250,9
"349",2017-09-08,417364.958526316,0,19.2151973402606,0.0287894736842105,0.496642857142857,17.2508487855837,2017,"09/01/2017",251,9
"350",2017-09-09,417885.618289474,0,16.6050362426978,0.0286842105263158,0.498464285714286,17.3776539973788,2017,"09/01/2017",252,9
"351",2017-09-10,418406.278052632,0,16.6706851424478,0.0285789473684211,0.500285714285714,17.505393317548,2017,"09/01/2017",253,9
"352",2017-09-11,418926.937815789,0,16.3604572090376,0.0284736842105263,0.502107142857143,17.6340771058886,2017,"09/01/2017",254,9
"353",2017-09-12,419447.597578947,0,16.3471454040385,0.0283684210526316,0.503928571428571,17.7637158759608,2017,"09/01/2017",255,9
"354",2018-07-14,364034.394528571,10.4428571428571,38.9957729830447,0.041,0.288089285714286,7.02656794425087,2018,"07/01/2018",195,7
"355",2018-07-15,387811.759014286,10.5714285714286,27.3724833624525,0.041,0.290107142857143,7.07578397212544,2018,"07/01/2018",196,7
"356",2018-07-16,411589.1235,10.7,27.8518624765324,0.041,0.292125,7.125,2018,"07/01/2018",197,7
"357",2018-07-17,435366.487985714,10.8285714285714,25.058803087666,0.041,0.294142857142857,7.17421602787456,2018,"07/01/2018",198,7
"358",2018-07-18,459143.852471429,10.9571428571429,22.7330416342203,0.041,0.296160714285714,7.22343205574913,2018,"07/01/2018",199,7
"359",2018-07-19,482921.216957143,11.0857142857143,34.4509337320941,0.041,0.298178571428571,7.27264808362369,2018,"07/01/2018",200,7
"360",2018-07-20,506698.581442857,11.2142857142857,82.1944973898832,0.041,0.300196428571429,7.32186411149826,2018,"07/01/2018",201,7
"361",2018-07-21,530475.945928571,11.3428571428571,69.0600221678132,0.041,0.302214285714286,7.37108013937282,2018,"07/01/2018",202,7
"362",2018-07-22,554253.310414286,11.4714285714286,42.4792709416996,0.041,0.304232142857143,7.42029616724739,2018,"07/01/2018",203,7
"363",2018-07-23,578030.6749,11.6,27.545005921047,0.041,0.30625,7.46951219512195,2018,"07/01/2018",204,7
"364",2018-07-24,572006.321107143,11.2928571428571,25.3228813100494,0.0394285714285714,0.308267857142857,7.81838768115942,2018,"07/01/2018",205,7
"365",2018-07-25,565981.967314286,10.9857142857143,22.2539977006742,0.0378571428571429,0.310285714285714,8.19622641509434,2018,"07/01/2018",206,7
"366",2018-07-26,559957.613521429,10.6785714285714,26.587857538079,0.0362857142857143,0.312303571428571,8.60679133858268,2018,"07/01/2018",207,7
"367",2018-07-27,553933.259728571,10.3714285714286,24.4542010154412,0.0347142857142857,0.314321428571429,9.05452674897119,2018,"07/01/2018",208,7
"368",2018-07-28,547908.905935714,10.0642857142857,22.7647932617295,0.0331428571428571,0.316339285714286,9.54471982758621,2018,"07/01/2018",209,7
"369",2018-07-29,541884.552142857,9.75714285714286,21.8865224000204,0.0315714285714286,0.318357142857143,10.0837104072398,2018,"07/01/2018",210,7
"370",2018-07-30,535860.19835,9.45,29.8166722077932,0.03,0.320375,10.6791666666667,2018,"07/01/2018",211,7
"371",2018-07-31,529835.844557143,9.14285714285714,26.3421726533143,0.0284285714285714,0.322392857142857,11.3404522613065,2018,"07/01/2018",212,7
"372",2018-08-01,523811.490764286,8.83571428571429,28.0941180954236,0.0268571428571429,0.324410714285714,12.0791223404255,2018,"08/01/2018",213,8
"373",2018-08-02,517787.136971429,8.52857142857143,30.9783176702061,0.0252857142857143,0.326428571428571,12.909604519774,2018,"08/01/2018",214,8
"374",2018-08-03,511762.783178571,8.22142857142857,23.4046210954645,0.0237142857142857,0.328446428571429,13.8501506024096,2018,"08/01/2018",215,8
"375",2018-08-04,505738.429385714,7.91428571428571,23.651217201173,0.0221428571428571,0.330464285714286,14.9241935483871,2018,"08/01/2018",216,8
"376",2018-08-05,499714.075592857,7.60714285714286,30.1874050746158,0.0205714285714286,0.332482142857143,16.1623263888889,2018,"08/01/2018",217,8
"377",2018-08-06,493689.7218,7.3,60.7956572512276,0.019,0.3345,17.6052631578947,2018,"08/01/2018",218,8
"378",2018-08-07,492468.8785625,7.40625,34.1342136568632,0.0193125,0.336827586206897,17.4409106126548,2018,"08/01/2018",219,8
"379",2018-08-08,491248.035325,7.5125,23.9282954180554,0.019625,0.339155172413793,17.2817922249067,2018,"08/01/2018",220,8
"380",2018-08-09,490027.1920875,7.61875,42.6836729950188,0.0199375,0.34148275862069,17.127661874392,2018,"08/01/2018",221,8
"381",2018-08-10,488806.34885,7.725,34.1027519021824,0.02025,0.343810344827586,16.978288633461,2018,"08/01/2018",222,8
"382",2018-08-11,487585.5056125,7.83125,25.4198145418197,0.0205625,0.346137931034483,16.8334556126192,2018,"08/01/2018",223,8
"383",2018-08-12,486364.662375,7.9375,23.2980728308608,0.020875,0.348465517241379,16.6929589097667,2018,"08/01/2018",224,8
"384",2018-08-13,485143.8191375,8.04375,22.7887696794819,0.0211875,0.350793103448276,16.556606652426,2018,"08/01/2018",225,8
"385",2018-08-14,483922.9759,8.15,21.6650585903321,0.0215,0.353120689655172,16.4242181234964,2018,"08/01/2018",226,8
"386",2018-08-15,482702.1326625,8.25625,23.6435597850223,0.0218125,0.355448275862069,16.2956229621579,2018,"08/01/2018",227,8
"387",2018-08-16,481481.289425,8.3625,70.2855687481791,0.022125,0.357775862068966,16.1706604324956,2018,"08/01/2018",228,8
"388",2018-08-17,480260.4461875,8.46875,376.481561436451,0.0224375,0.360103448275862,16.0491787532418,2018,"08/01/2018",229,8
"389",2018-08-18,479039.60295,8.575,115.639747204422,0.02275,0.362431034482759,15.9310344827586,2018,"08/01/2018",230,8
"390",2018-08-19,477818.7597125,8.68125,50.139060861341,0.0230625,0.364758620689655,15.816091954023,2018,"08/01/2018",231,8
"391",2018-08-20,476597.916475,8.7875,779.054573035976,0.023375,0.367086206896552,15.7042227549327,2018,"08/01/2018",232,8
"392",2018-08-21,475377.0732375,8.89375,4265.62816364268,0.0236875,0.369413793103448,15.5953052497498,2018,"08/01/2018",233,8
"393",2018-08-22,474156.23,9,489.991631264034,0.024,0.371741379310345,15.489224137931,2018,"08/01/2018",234,8
"394",2018-08-23,458714.290776923,8.76153846153846,283.654005289582,0.0240769230769231,0.374068965517241,15.5364107083838,2018,"08/01/2018",235,8
"395",2018-08-24,443272.351553846,8.52307692307692,208.667963196178,0.0241538461538462,0.376396551724138,15.5832967274325,2018,"08/01/2018",236,8
"396",2018-08-25,427830.412330769,8.28461538461539,181.437887922027,0.0242307692307692,0.378724137931034,15.6298850574713,2018,"08/01/2018",237,8
"397",2018-08-26,412388.473107692,8.04615384615385,187.580609608069,0.0243076923076923,0.381051724137931,15.6761785246617,2018,"08/01/2018",238,8
"398",2018-08-27,396946.533884615,7.80769230769231,207.156470248482,0.0243846153846154,0.383379310344828,15.722179919504,2018,"08/01/2018",239,8
"399",2018-08-28,381504.594661538,7.56923076923077,214.256254432254,0.0244615384615385,0.385706896551724,15.7678919973975,2018,"08/01/2018",240,8
"400",2018-08-29,366062.655438462,7.33076923076923,410.774909159624,0.0245384615384615,0.388034482758621,15.8133174791914,2018,"08/01/2018",241,8
"401",2018-08-30,350620.716215385,7.09230769230769,179.146182768082,0.0246153846153846,0.390362068965517,15.8584590517241,2018,"08/01/2018",242,8
"402",2018-08-31,335178.776992308,6.85384615384615,120.073182572696,0.0246923076923077,0.392689655172414,15.9033193683532,2018,"08/01/2018",243,8
"403",2018-09-01,319736.837769231,6.61538461538461,110.096629951162,0.0247692307692308,0.39501724137931,15.9479010494753,2018,"09/01/2018",244,9
"404",2018-09-02,304294.898546154,6.37692307692308,243.783588071252,0.0248461538461538,0.397344827586207,15.9922066830362,2018,"09/01/2018",245,9
"405",2018-09-03,288852.959323077,6.13846153846154,280.966303627588,0.0249230769230769,0.399672413793103,16.0362388250319,2018,"09/01/2018",246,9
"406",2018-09-04,273411.0201,5.9,187.164137582806,0.025,0.402,16.08,2018,"09/01/2018",247,9
"407",2018-09-05,265122.648646667,5.83333333333333,231.59947603332,0.0249333333333333,0.403214285714286,16.1716959511077,2018,"09/01/2018",248,9
"408",2018-09-06,256834.277193333,5.76666666666667,265.468374881761,0.0248666666666667,0.404428571428571,16.2638835695136,2018,"09/01/2018",249,9
"409",2018-09-07,248545.90574,5.7,143.296055767145,0.0248,0.405642857142857,16.3565668202765,2018,"09/01/2018",250,9
"410",2018-09-08,240257.534286667,5.63333333333333,113.081365567313,0.0247333333333333,0.406857142857143,16.4497497112052,2018,"09/01/2018",251,9
"411",2018-09-09,231969.162833333,5.56666666666667,95.804154660807,0.0246666666666667,0.408071428571429,16.5434362934363,2018,"09/01/2018",252,9
"412",2018-09-10,223680.79138,5.5,83.8249247084076,0.0246,0.409285714285714,16.6376306620209,2018,"09/01/2018",253,9
"413",2018-09-11,215392.419926667,5.43333333333333,71.5485829017378,0.0245333333333333,0.4105,16.7323369565217,2018,"09/01/2018",254,9
"414",2018-09-12,207104.048473333,5.36666666666667,64.505632515638,0.0244666666666667,0.411714285714286,16.8275593616193,2018,"09/01/2018",255,9
