Source_ID,Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS,USGS 5427850,5/26/2008,132,107,
USGS,USGS 5427850,5/27/2008,90.9,75.2,
Mendota Yahara Tributary Study 2007-08,WIDNR 133040,5/27/2008,,0,
USGS,USGS 5427850,5/28/2008,81.3,61.1,
USGS,USGS 5427850,5/29/2008,88.8,61.6,
USGS,USGS 5427850,5/30/2008,136,86.2,
USGS,USGS 5427850,5/31/2008,143,84.4,
USGS,USGS 5427850,6/1/2008,104,56.7,
USGS,USGS 5427850,6/2/2008,97.9,50.4,
USGS,USGS 5427850,6/3/2008,100,54.9,
USGS,USGS 5427850,6/4/2008,88.2,53,
USGS,USGS 5427850,6/5/2008,142,91,
USGS,USGS 5427850,6/6/2008,156,105,
USGS,USGS 5427850,6/7/2008,233,162,
USGS,USGS 5427850,6/8/2008,549,572,
USGS,USGS 5427850,6/9/2008,1450,3010,
USGS,USGS 5427850,6/10/2008,1420,3000,
USGS,USGS 5427850,6/11/2008,981,1930,
Mendota Yahara Tributary Study 2007-08,WIDNR 133040,6/11/2008,,0.026,
USGS,USGS 5427850,6/12/2008,507,996,
USGS,USGS 5427850,6/13/2008,660,1250,
USGS,USGS 5427850,6/14/2008,805,1490,
USGS,USGS 5427850,6/15/2008,514,923,
USGS,USGS 5427850,6/16/2008,300,533,
USGS,USGS 5427850,6/17/2008,228,404,
USGS,USGS 5427850,6/18/2008,222,356,
USGS,USGS 5427850,6/19/2008,202,286,
USGS,USGS 5427850,6/20/2008,201,248,
USGS,USGS 5427850,6/21/2008,186,188,
USGS,USGS 5427850,6/22/2008,191,162,
USGS,USGS 5427850,6/23/2008,187,155,
USGS,USGS 5427850,6/24/2008,173,143,
USGS,USGS 5427850,6/25/2008,158,130,
USGS,USGS 5427850,6/26/2008,173,136,
USGS,USGS 5427850,6/27/2008,133,99.5,
USGS,USGS 5427850,6/28/2008,209,148,
USGS,USGS 5427850,6/29/2008,261,176,
USGS,USGS 5427850,6/30/2008,176,113,
USGS,USGS 5427850,7/1/2008,140,91.3,
USGS,USGS 5427850,7/2/2008,172,117,
USGS,USGS 5427850,7/3/2008,135,96.9,
USGS,USGS 5427850,7/4/2008,125,80.3,
USGS,USGS 5427850,7/5/2008,120,70.1,
USGS,USGS 5427850,7/6/2008,120,71.6,
USGS,USGS 5427850,7/7/2008,146,89.5,
USGS,USGS 5427850,7/8/2008,261,161,
USGS,USGS 5427850,7/9/2008,231,157,
USGS,USGS 5427850,7/10/2008,141,99,
USGS,USGS 5427850,7/11/2008,349,300,
USGS,USGS 5427850,7/12/2008,593,555,
USGS,USGS 5427850,7/13/2008,440,546,
USGS,USGS 5427850,7/14/2008,256,322,
USGS,USGS 5427850,7/15/2008,172,205,
USGS,USGS 5427850,7/16/2008,149,166,
USGS,USGS 5427850,7/17/2008,165,189,
USGS,USGS 5427850,7/18/2008,179,213,
USGS,USGS 5427850,7/19/2008,164,201,
USGS,USGS 5427850,7/20/2008,158,199,
USGS,USGS 5427850,7/21/2008,169,206,
USGS,USGS 5427850,7/22/2008,145,171,
USGS,USGS 5427850,7/23/2008,138,157,
USGS,USGS 5427850,7/24/2008,110,120,
USGS,USGS 5427850,7/25/2008,140,143,
Mendota Yahara Tributary Study 2008-09,WIDNR 133040,7/25/2008,,0.018,
USGS,USGS 5427850,7/26/2008,133,107,
USGS,USGS 5427850,7/27/2008,123,75.1,
USGS,USGS 5427850,7/28/2008,119,61.9,
Mendota Yahara Tributary Study 2008-09,WIDNR 133040,7/28/2008,,0,
USGS,USGS 5427850,7/29/2008,94.2,63.7,
Mendota Yahara Tributary Study 2008-09,WIDNR 133040,7/29/2008,,0.003,
USGS,USGS 5427850,7/30/2008,125,97.5,
Mendota Yahara Tributary Study 2008-09,WIDNR 133040,7/30/2008,,0.004,
USGS,USGS 5427850,7/31/2008,110,111,
Mendota Yahara Tributary Study 2008-09,WIDNR 133040,7/31/2008,,0.035,
USGS,USGS 5427850,8/1/2008,116,109,
USGS,USGS 5427850,8/2/2008,107,91.5,
USGS,USGS 5427850,8/3/2008,95.8,76.8,
USGS,USGS 5427850,8/4/2008,147,111,
USGS,USGS 5427850,8/5/2008,160,115,
USGS,USGS 5427850,8/6/2008,127,91.5,
USGS,USGS 5427850,8/7/2008,128,92.2,
USGS,USGS 5427850,8/8/2008,109,78.8,
USGS,USGS 5427850,8/9/2008,118,86.3,
USGS,USGS 5427850,8/10/2008,104,76.3,
USGS,USGS 5427850,8/11/2008,102,76,
USGS,USGS 5427850,8/12/2008,107,82.5,
USGS,USGS 5427850,8/13/2008,107,85.9,
USGS,USGS 5427850,8/14/2008,115,95.4,
USGS,USGS 5427850,8/15/2008,106,91.3,
USGS,USGS 5427850,8/16/2008,106,94.9,
USGS,USGS 5427850,8/17/2008,105,96.9,
USGS,USGS 5427850,8/18/2008,109,100,
USGS,USGS 5427850,8/19/2008,106,96.2,
USGS,USGS 5427850,8/20/2008,98,87.9,
USGS,USGS 5427850,8/21/2008,93.5,83.1,
USGS,USGS 5427850,8/22/2008,93.8,82.3,
USGS,USGS 5427850,8/23/2008,120,104,
USGS,USGS 5427850,8/24/2008,109,93.6,
USGS,USGS 5427850,8/25/2008,104,90.6,
USGS,USGS 5427850,8/26/2008,97.9,86.3,
USGS,USGS 5427850,8/27/2008,98.4,87.9,
USGS,USGS 5427850,8/28/2008,103,93.3,
USGS,USGS 5427850,8/29/2008,110,101,
USGS,USGS 5427850,8/30/2008,103,95,
USGS,USGS 5427850,8/31/2008,98.7,86,
USGS,USGS 5427850,9/1/2008,93,76.4,
USGS,USGS 5427850,9/2/2008,93.1,71.8,
USGS,USGS 5427850,9/3/2008,94.5,69.1,
USGS,USGS 5427850,9/4/2008,99.3,68.2,
USGS,USGS 5427850,9/5/2008,107,69.5,
USGS,USGS 5427850,9/6/2008,103,64.1,
USGS,USGS 5427850,9/7/2008,92.9,55.6,
USGS,USGS 5427850,9/8/2008,97.6,56.2,
USGS,USGS 5427850,9/9/2008,98.3,54.4,
USGS,USGS 5427850,9/10/2008,88.3,47,
USGS,USGS 5427850,9/11/2008,80,41.2,
USGS,USGS 5427850,9/12/2008,110,56.5,
USGS,USGS 5427850,9/13/2008,92.4,47.2,
USGS,USGS 5427850,9/14/2008,133,67.6,
USGS,USGS 5427850,9/15/2008,104,52.9,
USGS,USGS 5427850,9/16/2008,85.2,43.3,
USGS,USGS 5427850,9/17/2008,108,55,
USGS,USGS 5427850,9/18/2008,84.3,42.4,
USGS,USGS 5427850,9/19/2008,89.9,44.9,
USGS,USGS 5427850,9/20/2008,93.8,46.5,
USGS,USGS 5427850,9/21/2008,87.6,43.1,
USGS,USGS 5427850,9/22/2008,81.9,39.9,
USGS,USGS 5427850,9/23/2008,83.7,40.5,
USGS,USGS 5427850,9/24/2008,95.9,46.1,
USGS,USGS 5427850,9/25/2008,89.9,43.3,
USGS,USGS 5427850,9/26/2008,84.1,40.6,
USGS,USGS 5427850,9/27/2008,91.2,44.1,
USGS,USGS 5427850,9/28/2008,85.1,41.2,
USGS,USGS 5427850,9/29/2008,81.8,39.7,
USGS,USGS 5427850,9/30/2008,88.1,42.6,
USGS,USGS 5427850,10/1/2008,83.8,31,
USGS,USGS 5427850,10/2/2008,90,31.5,
USGS,USGS 5427850,10/3/2008,85.9,28.6,
USGS,USGS 5427850,10/4/2008,82.3,25.8,
USGS,USGS 5427850,10/5/2008,92.4,27.9,
USGS,USGS 5427850,10/6/2008,96.4,30.8,
USGS,USGS 5427850,10/7/2008,96.7,33.2,
USGS,USGS 5427850,10/8/2008,144,53.1,
USGS,USGS 5427850,10/9/2008,138,45,
USGS,USGS 5427850,10/10/2008,107,29,
USGS,USGS 5427850,10/11/2008,93,27.9,
USGS,USGS 5427850,10/12/2008,91.1,30,
USGS,USGS 5427850,10/13/2008,68.7,24.7,
USGS,USGS 5427850,10/14/2008,110,42.2,
USGS,USGS 5427850,10/15/2008,99.6,36,
USGS,USGS 5427850,10/16/2008,100,33.5,
USGS,USGS 5427850,10/17/2008,93.4,29.1,
USGS,USGS 5427850,10/18/2008,87.1,27.4,
USGS,USGS 5427850,10/19/2008,80.3,26,
USGS,USGS 5427850,10/20/2008,113,37,
USGS,USGS 5427850,10/21/2008,91.8,30.2,
USGS,USGS 5427850,10/22/2008,93.2,30.3,
USGS,USGS 5427850,10/23/2008,89.2,26.5,
USGS,USGS 5427850,10/24/2008,97.9,26,
USGS,USGS 5427850,10/25/2008,85.2,21.3,
USGS,USGS 5427850,10/26/2008,114,33.4,
USGS,USGS 5427850,10/27/2008,118,37.5,
USGS,USGS 5427850,10/28/2008,86.6,27.3,
USGS,USGS 5427850,10/29/2008,90.9,28.5,
USGS,USGS 5427850,10/30/2008,75.6,23.5,
USGS,USGS 5427850,10/31/2008,108,33.3,
USGS,USGS 5427850,11/1/2008,94.5,28.9,
USGS,USGS 5427850,11/2/2008,85.8,26,
USGS,USGS 5427850,11/3/2008,88.1,26.5,
USGS,USGS 5427850,11/4/2008,85.2,25.5,
USGS,USGS 5427850,11/5/2008,84.3,25.1,
USGS,USGS 5427850,11/6/2008,102,30.2,
USGS,USGS 5427850,11/7/2008,105,31.1,
USGS,USGS 5427850,11/8/2008,111,32.9,
USGS,USGS 5427850,11/9/2008,101,29.7,
USGS,USGS 5427850,11/10/2008,96.8,27.2,
USGS,USGS 5427850,11/11/2008,91.1,24.3,
USGS,USGS 5427850,11/12/2008,95.9,24.3,
USGS,USGS 5427850,11/13/2008,98.3,23.5,
USGS,USGS 5427850,11/14/2008,143,33,
USGS,USGS 5427850,11/15/2008,109,26.2,
USGS,USGS 5427850,11/16/2008,106,27.2,
USGS,USGS 5427850,11/17/2008,104,28.4,
USGS,USGS 5427850,11/18/2008,73.2,21.3,
USGS,USGS 5427850,11/19/2008,122,38,
USGS,USGS 5427850,11/20/2008,92.3,30.5,
USGS,USGS 5427850,11/21/2008,81.7,28.9,
USGS,USGS 5427850,11/22/2008,80.3,30.3,
USGS,USGS 5427850,11/23/2008,88.4,35.6,
USGS,USGS 5427850,11/24/2008,94.4,39.1,
USGS,USGS 5427850,11/25/2008,80.3,29.6,
USGS,USGS 5427850,11/26/2008,82.7,26.7,
USGS,USGS 5427850,11/27/2008,75.1,21.2,
USGS,USGS 5427850,11/28/2008,86.9,21.5,
USGS,USGS 5427850,11/29/2008,82.8,17.9,
USGS,USGS 5427850,11/30/2008,108,20.4,
USGS,USGS 5427850,12/1/2008,67.6,11.5,
USGS,USGS 5427850,12/2/2008,70.6,12.3,
USGS,USGS 5427850,12/3/2008,96,17.3,
USGS,USGS 5427850,12/4/2008,74.9,14,
USGS,USGS 5427850,12/5/2008,61.4,11.9,
USGS,USGS 5427850,12/6/2008,88,17.6,
USGS,USGS 5427850,12/7/2008,69.3,14.3,
USGS,USGS 5427850,12/8/2008,79.6,17.1,
USGS,USGS 5427850,12/9/2008,81.1,18,
USGS,USGS 5427850,12/10/2008,72,16.5,
USGS,USGS 5427850,12/11/2008,77.8,18.5,
USGS,USGS 5427850,12/12/2008,67.4,16.6,
USGS,USGS 5427850,12/13/2008,69.5,17.7,
USGS,USGS 5427850,12/14/2008,92.5,24.5,
USGS,USGS 5427850,12/15/2008,105,28.8,
USGS,USGS 5427850,12/16/2008,81.1,23,
USGS,USGS 5427850,12/17/2008,90.1,26.4,
USGS,USGS 5427850,12/18/2008,83.6,25.4,
USGS,USGS 5427850,12/19/2008,84.1,26.5,
USGS,USGS 5427850,12/20/2008,82.2,26.8,
USGS,USGS 5427850,12/21/2008,84.7,28.6,
USGS,USGS 5427850,12/22/2008,78.2,27.3,
USGS,USGS 5427850,12/23/2008,87.3,31.6,
USGS,USGS 5427850,12/24/2008,86.2,32.3,
USGS,USGS 5427850,12/25/2008,87.9,33.7,
USGS,USGS 5427850,12/26/2008,87.7,34.7,
USGS,USGS 5427850,12/27/2008,128,71.1,
USGS,USGS 5427850,12/28/2008,207,173,
USGS,USGS 5427850,12/29/2008,218,272,
USGS,USGS 5427850,12/30/2008,153,256,
USGS,USGS 5427850,12/31/2008,105,125,
USGS,USGS 5427850,1/1/2009,105,86.9,
USGS,USGS 5427850,1/2/2009,103,79.4,
USGS,USGS 5427850,1/3/2009,96.7,71.3,
USGS,USGS 5427850,1/4/2009,98.3,69.3,
USGS,USGS 5427850,1/5/2009,81.9,55.2,
USGS,USGS 5427850,1/6/2009,89.7,57.8,
USGS,USGS 5427850,1/7/2009,90.2,55.7,
USGS,USGS 5427850,1/8/2009,81.7,48.3,
USGS,USGS 5427850,1/9/2009,78.8,44.5,
USGS,USGS 5427850,1/10/2009,89,48.1,
USGS,USGS 5427850,1/11/2009,91.1,47.5,
USGS,USGS 5427850,1/12/2009,87.1,43.8,
USGS,USGS 5427850,1/13/2009,88.3,42.9,
USGS,USGS 5427850,1/14/2009,87.9,41.2,
USGS,USGS 5427850,1/15/2009,85.3,38.6,
USGS,USGS 5427850,1/16/2009,85.8,37.5,
USGS,USGS 5427850,1/17/2009,84.4,35.6,
USGS,USGS 5427850,1/18/2009,88.2,35.9,
USGS,USGS 5427850,1/19/2009,89.4,35.1,
USGS,USGS 5427850,1/20/2009,89.7,34,
USGS,USGS 5427850,1/21/2009,89.3,32.6,
USGS,USGS 5427850,1/22/2009,90.3,31.9,
USGS,USGS 5427850,1/23/2009,87,29.6,
USGS,USGS 5427850,1/24/2009,79.1,26,
USGS,USGS 5427850,1/25/2009,75.4,23.9,
USGS,USGS 5427850,1/26/2009,80.3,24.6,
USGS,USGS 5427850,1/27/2009,81.2,24,
USGS,USGS 5427850,1/28/2009,83.7,23.9,
USGS,USGS 5427850,1/29/2009,84.9,23.4,
USGS,USGS 5427850,1/30/2009,86.4,22.9,
USGS,USGS 5427850,1/31/2009,85.4,21.9,
USGS,USGS 5427850,2/1/2009,90.4,22.3,
USGS,USGS 5427850,2/2/2009,91.9,22,
USGS,USGS 5427850,2/3/2009,82.1,18.9,
USGS,USGS 5427850,2/4/2009,78.9,18,
USGS,USGS 5427850,2/5/2009,81.5,23,
Not Listed,WIDNR 133040,2/5/2009,,0.021,
USGS,USGS 5427850,2/6/2009,88.4,33.1,
USGS,USGS 5427850,2/7/2009,97.8,48.4,
USGS,USGS 5427850,2/8/2009,128,86.9,
USGS,USGS 5427850,2/9/2009,171,183,
USGS,USGS 5427850,2/10/2009,294,529,
USGS,USGS 5427850,2/11/2009,544,1540,
USGS,USGS 5427850,2/12/2009,483,1890,
Not Listed,WIDNR 133040,2/12/2009,,0.594,
USGS,USGS 5427850,2/13/2009,281,798,
Not Listed,WIDNR 133040,2/13/2009,,NA,
USGS,USGS 5427850,2/14/2009,158,376,
USGS,USGS 5427850,2/15/2009,118,246,
USGS,USGS 5427850,2/16/2009,102,187,
USGS,USGS 5427850,2/17/2009,99.6,164,
USGS,USGS 5427850,2/18/2009,102,165,
USGS,USGS 5427850,2/19/2009,83.8,136,
USGS,USGS 5427850,2/20/2009,88.8,143,
USGS,USGS 5427850,2/21/2009,87.8,142,
USGS,USGS 5427850,2/22/2009,82.9,134,
USGS,USGS 5427850,2/23/2009,81.3,131,
USGS,USGS 5427850,2/24/2009,84.7,136,
USGS,USGS 5427850,2/25/2009,86.6,139,
USGS,USGS 5427850,2/26/2009,123,226,
USGS,USGS 5427850,2/27/2009,411,1500,
USGS,USGS 5427850,2/28/2009,441,1540,
USGS,USGS 5427850,3/1/2009,256,766,
USGS,USGS 5427850,3/2/2009,119,298,
USGS,USGS 5427850,3/3/2009,99.3,231,
USGS,USGS 5427850,3/4/2009,97.3,226,
USGS,USGS 5427850,3/5/2009,117,272,
USGS,USGS 5427850,3/6/2009,190,440,
USGS,USGS 5427850,3/7/2009,240,594,
USGS,USGS 5427850,3/8/2009,535,1740,
USGS,USGS 5427850,3/9/2009,698,2830,
USGS LAKE SAMPLES,WIDNR 133040,3/9/2009,,0.359,
USGS,USGS 5427850,3/10/2009,701,2680,
USGS,USGS 5427850,3/11/2009,710,2650,
USGS,USGS 5427850,3/12/2009,508,1790,
USGS,USGS 5427850,3/13/2009,252,783,
USGS,USGS 5427850,3/14/2009,179,489,
USGS,USGS 5427850,3/15/2009,165,398,
USGS,USGS 5427850,3/16/2009,155,316,
USGS,USGS 5427850,3/17/2009,152,249,
USGS,USGS 5427850,3/18/2009,161,234,
USGS,USGS 5427850,3/19/2009,149,208,
USGS,USGS 5427850,3/20/2009,120,161,
USGS,USGS 5427850,3/21/2009,137,177,
USGS,USGS 5427850,3/22/2009,142,176,
USGS,USGS 5427850,3/23/2009,122,146,
USGS,USGS 5427850,3/24/2009,166,191,
USGS,USGS 5427850,3/25/2009,415,459,
USGS,USGS 5427850,3/26/2009,444,478,
USGS,USGS 5427850,3/27/2009,229,257,
USGS,USGS 5427850,3/28/2009,181,217,
USGS,USGS 5427850,3/29/2009,107,137,
USGS,USGS 5427850,3/30/2009,161,191,
USGS,USGS 5427850,3/31/2009,88.6,89.7,
USGS,USGS 5427850,4/1/2009,200,162,
USGS,USGS 5427850,4/2/2009,198,141,
USGS,USGS 5427850,4/3/2009,137,94.8,
USGS,USGS 5427850,4/4/2009,132,89.2,
USGS,USGS 5427850,4/5/2009,154,102,
USGS,USGS 5427850,4/6/2009,119,77.2,
USGS,USGS 5427850,4/7/2009,110,69.8,
USGS,USGS 5427850,4/8/2009,127,78.8,
USGS,USGS 5427850,4/9/2009,127,77.3,
USGS,USGS 5427850,4/10/2009,120,71.7,
USGS,USGS 5427850,4/11/2009,113,66,
USGS,USGS 5427850,4/12/2009,121,71.7,
USGS,USGS 5427850,4/13/2009,123,73.7,
USGS,USGS 5427850,4/14/2009,105,63.4,
USGS,USGS 5427850,4/15/2009,107,65.5,
USGS,USGS 5427850,4/16/2009,109,67.5,
USGS,USGS 5427850,4/17/2009,107,67.1,
USGS,USGS 5427850,4/18/2009,107,67.8,
USGS,USGS 5427850,4/19/2009,120,76.8,
USGS,USGS 5427850,4/20/2009,144,92.8,
Mendota Yahara Tributary Study 2008-09,WIDNR 133040,4/20/2009,,0,
USGS,USGS 5427850,4/21/2009,176,112,
USGS,USGS 5427850,4/22/2009,166,104,
USGS,USGS 5427850,4/23/2009,126,78.2,
USGS,USGS 5427850,4/24/2009,96.7,63.8,
USGS,USGS 5427850,4/25/2009,167,120,
USGS,USGS 5427850,4/26/2009,323,253,
USGS,USGS 5427850,4/27/2009,450,385,
USGS,USGS 5427850,4/28/2009,276,262,
USGS,USGS 5427850,4/29/2009,138,146,
USGS,USGS 5427850,4/30/2009,135,138,
USGS,USGS 5427850,5/1/2009,153,145,
USGS,USGS 5427850,5/2/2009,130,115,
USGS,USGS 5427850,5/3/2009,128,105,
USGS,USGS 5427850,5/4/2009,116,89.5,
Not Listed,WIDNR 133040,5/4/2009,,0,
USGS,USGS 5427850,5/5/2009,114,86.9,
USGS,USGS 5427850,5/6/2009,117,88.1,
USGS,USGS 5427850,5/7/2009,146,108,
USGS,USGS 5427850,5/8/2009,145,106,
USGS,USGS 5427850,5/9/2009,258,186,
USGS,USGS 5427850,5/10/2009,306,225,
USGS,USGS 5427850,5/11/2009,181,138,
USGS,USGS 5427850,5/12/2009,121,96.3,
USGS,USGS 5427850,5/13/2009,132,109,
USGS,USGS 5427850,5/14/2009,266,223,
USGS,USGS 5427850,5/15/2009,265,220,
USGS,USGS 5427850,5/16/2009,158,130,
USGS,USGS 5427850,5/17/2009,135,111,
USGS,USGS 5427850,5/18/2009,97.8,79.4,
USGS,USGS 5427850,5/19/2009,130,105,
USGS,USGS 5427850,5/20/2009,95.3,76.2,
USGS,USGS 5427850,5/21/2009,140,111,
USGS,USGS 5427850,5/22/2009,101,79.9,
USGS,USGS 5427850,5/23/2009,108,84.2,
USGS,USGS 5427850,5/24/2009,111,85.8,
USGS,USGS 5427850,5/25/2009,99.4,76.5,
USGS,USGS 5427850,5/26/2009,99.7,76.1,
USGS,USGS 5427850,5/27/2009,99,75,
USGS,USGS 5427850,5/28/2009,108,81.1,
USGS,USGS 5427850,5/29/2009,111,82.7,
USGS,USGS 5427850,5/30/2009,109,80.4,
USGS,USGS 5427850,5/31/2009,95.3,70,
USGS,USGS 5427850,6/1/2009,109,79.5,
USGS,USGS 5427850,6/2/2009,93.7,67.8,
USGS,USGS 5427850,6/3/2009,96.4,69.2,
USGS,USGS 5427850,6/4/2009,95.1,67.7,
USGS,USGS 5427850,6/5/2009,92.4,65.3,
USGS,USGS 5427850,6/6/2009,99.1,69.5,
USGS,USGS 5427850,6/7/2009,100,69.7,
USGS,USGS 5427850,6/8/2009,157,109,
USGS,USGS 5427850,6/9/2009,186,127,
USGS,USGS 5427850,6/10/2009,114,77.7,
USGS,USGS 5427850,6/11/2009,100,67.4,
USGS,USGS 5427850,6/12/2009,97.9,65.2,
USGS,USGS 5427850,6/13/2009,101,66.5,
USGS,USGS 5427850,6/14/2009,101,66,
USGS,USGS 5427850,6/15/2009,95.7,62,
USGS,USGS 5427850,6/16/2009,93.9,60.3,
USGS,USGS 5427850,6/17/2009,88.6,56.4,
USGS,USGS 5427850,6/18/2009,85,53.6,
USGS,USGS 5427850,6/19/2009,310,200,
USGS,USGS 5427850,6/20/2009,287,199,
USGS,USGS 5427850,6/21/2009,153,114,
USGS,USGS 5427850,6/22/2009,128,102,
USGS,USGS 5427850,6/23/2009,108,88,
USGS,USGS 5427850,6/24/2009,99.1,81.6,
USGS,USGS 5427850,6/25/2009,94.3,78.9,
USGS,USGS 5427850,6/26/2009,91.2,79.3,
USGS,USGS 5427850,6/27/2009,83.1,75.5,
USGS,USGS 5427850,6/28/2009,90.7,86.1,
USGS,USGS 5427850,6/29/2009,96.6,93.2,
Not Listed,WIDNR 133040,6/29/2009,,0,
USGS,USGS 5427850,6/30/2009,88.9,80.4,
USGS,USGS 5427850,7/1/2009,87.1,73.3,
USGS,USGS 5427850,7/2/2009,89.3,70.7,
USGS,USGS 5427850,7/3/2009,86.9,69.3,
USGS,USGS 5427850,7/4/2009,85.3,69.3,
USGS,USGS 5427850,7/5/2009,85.2,70.5,
USGS,USGS 5427850,7/6/2009,84.4,70.8,
USGS,USGS 5427850,7/7/2009,83.5,69.1,
USGS,USGS 5427850,7/8/2009,82.9,67.4,
USGS,USGS 5427850,7/9/2009,75.9,60.7,
USGS,USGS 5427850,7/10/2009,89.4,70.1,
USGS,USGS 5427850,7/11/2009,98,75.5,
USGS,USGS 5427850,7/12/2009,84.3,62.8,
USGS,USGS 5427850,7/13/2009,79.6,57.3,
USGS,USGS 5427850,7/14/2009,72.5,50.3,
USGS,USGS 5427850,7/15/2009,83.1,55.5,
USGS,USGS 5427850,7/16/2009,79.3,51,
Not Listed,WIDNR 133040,7/16/2009,,0,
USGS,USGS 5427850,7/17/2009,81.4,49.9,
USGS,USGS 5427850,7/18/2009,79.3,46.1,
USGS,USGS 5427850,7/19/2009,78.8,43.5,
USGS,USGS 5427850,7/20/2009,74.7,39.7,
USGS,USGS 5427850,7/21/2009,75.7,42,
USGS,USGS 5427850,7/22/2009,85.6,49.9,
USGS,USGS 5427850,7/23/2009,88.9,54.7,
USGS,USGS 5427850,7/24/2009,68.3,44.4,
USGS,USGS 5427850,7/25/2009,97.9,66.8,
USGS,USGS 5427850,7/26/2009,83,59.5,
USGS,USGS 5427850,7/27/2009,69.3,52.4,
USGS,USGS 5427850,7/28/2009,88.3,70,
USGS,USGS 5427850,7/29/2009,75.2,62.4,
Not Listed,WIDNR 133040,7/29/2009,,0,
USGS,USGS 5427850,7/30/2009,80.8,69.4,
USGS,USGS 5427850,7/31/2009,69.6,61.9,
USGS,USGS 5427850,8/1/2009,88.8,85.1,
USGS,USGS 5427850,8/2/2009,53,53.7,
USGS,USGS 5427850,8/3/2009,98,107,
USGS,USGS 5427850,8/4/2009,78.9,91.5,
USGS,USGS 5427850,8/5/2009,71.3,85.3,
USGS,USGS 5427850,8/6/2009,74.5,91.1,
USGS,USGS 5427850,8/7/2009,67,83.9,
USGS,USGS 5427850,8/8/2009,101,129,
USGS,USGS 5427850,8/9/2009,115,126,
USGS,USGS 5427850,8/10/2009,97.5,89.1,
USGS,USGS 5427850,8/11/2009,82.7,71.5,
USGS,USGS 5427850,8/12/2009,74.5,61.6,
USGS,USGS 5427850,8/13/2009,64.6,55.7,
USGS,USGS 5427850,8/14/2009,70.3,63.8,
USGS,USGS 5427850,8/15/2009,71,67.7,
USGS,USGS 5427850,8/16/2009,66,66.5,
USGS,USGS 5427850,8/17/2009,87.9,92.6,
USGS,USGS 5427850,8/18/2009,74.3,82.7,
USGS,USGS 5427850,8/19/2009,70.4,81.2,
USGS,USGS 5427850,8/20/2009,61.5,69.3,
USGS,USGS 5427850,8/21/2009,104,114,
USGS,USGS 5427850,8/22/2009,74.2,79.2,
USGS,USGS 5427850,8/23/2009,69.9,72.5,
USGS,USGS 5427850,8/24/2009,53.7,54.2,
USGS,USGS 5427850,8/25/2009,94.4,92.2,
USGS,USGS 5427850,8/26/2009,78.7,75.1,
USGS,USGS 5427850,8/27/2009,76.4,72.9,
USGS,USGS 5427850,8/28/2009,67.7,64.8,
USGS,USGS 5427850,8/29/2009,86.2,82.8,
USGS,USGS 5427850,8/30/2009,67.9,65.4,
USGS,USGS 5427850,8/31/2009,71.7,68.8,
Not Listed,WIDNR 133040,8/31/2009,,0,
USGS,USGS 5427850,9/1/2009,71,65.9,
USGS,USGS 5427850,9/2/2009,71,63.6,
USGS,USGS 5427850,9/3/2009,70.8,61.1,
USGS,USGS 5427850,9/4/2009,68.7,57.8,
USGS,USGS 5427850,9/5/2009,67.4,55.2,
USGS,USGS 5427850,9/6/2009,67.4,53.8,
USGS,USGS 5427850,9/7/2009,69.8,54.3,
USGS,USGS 5427850,9/8/2009,67.6,51.3,
USGS,USGS 5427850,9/9/2009,68.1,50.2,
USGS,USGS 5427850,9/10/2009,66.1,46.4,
USGS,USGS 5427850,9/11/2009,67.8,45.7,
USGS,USGS 5427850,9/12/2009,70.2,47.4,
USGS,USGS 5427850,9/13/2009,66.9,45.6,
USGS,USGS 5427850,9/14/2009,68.2,46.2,
Not Listed,WIDNR 133040,9/14/2009,,0,
USGS,USGS 5427850,9/15/2009,66.5,42.9,
USGS,USGS 5427850,9/16/2009,67,40.9,
USGS,USGS 5427850,9/17/2009,66.6,38.3,
USGS,USGS 5427850,9/18/2009,69,37.8,
USGS,USGS 5427850,9/19/2009,63.1,34.3,
USGS,USGS 5427850,9/20/2009,67.7,36.6,
USGS,USGS 5427850,9/21/2009,63.4,34,
USGS,USGS 5427850,9/22/2009,165,92.2,
USGS,USGS 5427850,9/23/2009,288,159,
Not Listed,WIDNR 133040,9/23/2009,,0.004,
Not Listed,WIDNR 133040,9/23/2009,,0.006,
USGS,USGS 5427850,9/24/2009,165,115,
USGS,USGS 5427850,9/25/2009,100,81.4,
USGS,USGS 5427850,9/26/2009,90.8,81.8,
USGS,USGS 5427850,9/27/2009,85.8,79.6,
USGS,USGS 5427850,9/28/2009,102,75.8,
USGS,USGS 5427850,9/29/2009,97.8,59.3,
USGS,USGS 5427850,9/30/2009,78.3,38.5,
USGS,USGS 5427850,10/1/2009,91.5,56.7,
USGS,USGS 5427850,10/2/2009,94.2,55.7,
USGS,USGS 5427850,10/3/2009,105,59.3,
USGS,USGS 5427850,10/4/2009,89.1,46.9,
USGS,USGS 5427850,10/5/2009,93.6,46.4,
USGS,USGS 5427850,10/6/2009,60.1,27.9,
USGS,USGS 5427850,10/7/2009,113,49.7,
USGS,USGS 5427850,10/8/2009,111,46.2,
USGS,USGS 5427850,10/9/2009,81,31.9,
USGS,USGS 5427850,10/10/2009,81.9,30.3,
USGS,USGS 5427850,10/11/2009,83.7,29.3,
USGS,USGS 5427850,10/12/2009,83.1,27.6,
