# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,
#,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,
#,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,
#,,,,,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,,,,,
# retrieved: 2023-04-12 15:50:48 EDT       (sdww01),,,,,,,,,,,,
#,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,
"#    USGS 05427850 YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI",,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,
#,,,,,,,,,,,,
# Data provided for site 05427850,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,
"#        154921       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,
"#        223623       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        223624       91050     00003     Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",,,,,,,,,,,,
"#        223625       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        232446       91060     00003     Orthophosphate, water, dissolved, pounds per day (Mean)",,,,,,,,,,,,
#,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,
#        ,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,
# ,,,,,,,,,,,,
agency_cd,site_no,sampledate,"Discharge, cubic feet per second (Mean)",154921_00060_00003_cd,"Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",223623_00671_00003_cd,"Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",223624_91050_00003_cd,"Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",223625_00665_00003_cd,"Orthophosphate, water, dissolved, pounds per day (Mean)",232446_91060_00003_cd
USGS,5427850,11/27/2006,78.1,A,19.7,A,,,,,,
USGS,5427850,11/28/2006,87.9,A,23.9,A,,,,,,
USGS,5427850,11/29/2006,158,A,61.4,A,,,,,,
USGS,5427850,11/30/2006,118,A,38.1,A,,,,,,
USGS,5427850,12/1/2006,58,A,12,A,,,,,,
USGS,5427850,12/2/2006,72,A,16.9,A,,,,,,
USGS,5427850,12/3/2006,62.4,A,13.2,A,,,,,,
USGS,5427850,12/4/2006,62.6,A,13.5,A,,,,,,
USGS,5427850,12/5/2006,50,A,9.25,A,,,,,,
USGS,5427850,12/6/2006,65,A,14.1,A,,,,,,
USGS,5427850,12/7/2006,39.9,A,6.38,A,,,,,,
USGS,5427850,12/8/2006,42.1,A,6.9,A,,,,,,
USGS,5427850,12/9/2006,52.4,A,9.75,A,,,,,,
USGS,5427850,12/10/2006,51.9,A,9.74,A,,,,,,
USGS,5427850,12/11/2006,53.8,A,10.3,A,,,,,,
USGS,5427850,12/12/2006,57.5,A,11.3,A,,,,,,
USGS,5427850,12/13/2006,65.3,A,14,A,,,,,,
USGS,5427850,12/14/2006,53.7,A,10.3,A,,,,,,
USGS,5427850,12/15/2006,61.5,A,12.6,A,,,,,,
USGS,5427850,12/16/2006,54.9,A,10.6,A,,,,,,
USGS,5427850,12/17/2006,55.2,A,10.6,A,,,,,,
USGS,5427850,12/18/2006,53.3,A,9.99,A,,,,,,
USGS,5427850,12/19/2006,44.6,A,7.65,A,,,,,,
USGS,5427850,12/20/2006,60.8,A,12.6,A,,,,,,
USGS,5427850,12/21/2006,69.8,A,15.8,A,,,,,,
USGS,5427850,12/22/2006,66.3,A,14.3,A,,,,,,
USGS,5427850,12/23/2006,96.3,A,22.3,A,,,,,,
USGS,5427850,12/24/2006,60.9,A,12.7,A,,,,,,
USGS,5427850,12/25/2006,89.6,A,23.9,A,,,,,,
USGS,5427850,12/26/2006,42,A,6.91,A,,,,,,
USGS,5427850,12/27/2006,56.3,A,11.1,A,,,,,,
USGS,5427850,12/28/2006,64.8,A,14.2,A,,,,,,
USGS,5427850,12/29/2006,45.6,A,8.09,A,,,,,,
USGS,5427850,12/30/2006,60.2,A,12.5,A,,,,,,
USGS,5427850,12/31/2006,27.2,A,3.4,A,,,,,,
USGS,5427850,1/1/2007,103,A,30.4,A,,,,,,
USGS,5427850,1/2/2007,37.2,A,5.75,A,,,,,,
USGS,5427850,1/3/2007,45.1,A,7.97,A,,,,,,
USGS,5427850,1/4/2007,73.5,A,17.6,A,,,,,,
USGS,5427850,1/5/2007,85.4,A,19.3,A,,,,,,
USGS,5427850,1/6/2007,49.8,A,9.61,A,,,,,,
USGS,5427850,1/7/2007,42.6,A,7.55,A,,,,,,
USGS,5427850,1/8/2007,64.1,A,14.6,A,,,,,,
USGS,5427850,1/9/2007,52.1,A,10.4,A,,,,,,
USGS,5427850,1/10/2007,27.7,A,3.81,A,,,,,,
USGS,5427850,1/11/2007,67.4,A,16,A,,,,,,
USGS,5427850,1/12/2007,55.5,A,12,A,,,,,,
USGS,5427850,1/13/2007,46.8,A,9.08,A,,,,,,
USGS,5427850,1/14/2007,56.8,A,12.5,A,,,,,,
USGS,5427850,1/15/2007,38.4,A,6.51,A,,,,,,
USGS,5427850,1/16/2007,46,A,8.97,A,,,,,,
USGS,5427850,1/17/2007,41,A,7.49,A,,,,,,
USGS,5427850,1/18/2007,46.7,A,9.45,A,,,,,,
USGS,5427850,1/19/2007,46.7,A,9.53,A,,,,,,
USGS,5427850,1/20/2007,39.7,A,7.38,A,,,,,,
USGS,5427850,1/21/2007,42.2,A,8.07,A,,,,,,
USGS,5427850,1/22/2007,42.7,A,8.46,A,,,,,,
USGS,5427850,1/23/2007,44.5,A,9.21,A,,,,,,
USGS,5427850,1/24/2007,45.4,A,9.29,A,,,,,,
USGS,5427850,1/25/2007,40.9,A,8.06,A,,,,,,
USGS,5427850,1/26/2007,49.6,A,11.3,A,,,,,,
USGS,5427850,1/27/2007,47.4,A,10.3,A,,,,,,
USGS,5427850,1/28/2007,38.9,A,7.66,A,,,,,,
USGS,5427850,1/29/2007,40.1,A,5.6,A,,,,,,
USGS,5427850,1/30/2007,41.1,A,8.5,A,,,,,,
USGS,5427850,1/31/2007,36.9,A,7.26,A,,,,,,
USGS,5427850,2/1/2007,40,A,8.35,A,,,,,,
USGS,5427850,2/2/2007,35,A,6.78,A,,,,,,
USGS,5427850,2/3/2007,32.9,A,6.23,A,,,,,,
USGS,5427850,2/4/2007,38.6,A,8.29,A,,,,,,
USGS,5427850,2/5/2007,37.1,A,7.7,A,,,,,,
USGS,5427850,2/6/2007,31.8,A,6.14,A,,,,,,
USGS,5427850,2/7/2007,39,A,8.61,A,,,,,,
USGS,5427850,2/8/2007,41.5,A,9.84,A,,,,,,
USGS,5427850,2/9/2007,41.1,A,9.58,A,,,,,,
USGS,5427850,2/10/2007,46.6,A,12.1,A,,,,,,
USGS,5427850,2/11/2007,45.9,A,11.9,A,,,,,,
USGS,5427850,2/12/2007,29.2,A,5.65,A,,,,,,
USGS,5427850,2/13/2007,53.8,A,15.8,A,,,,,,
USGS,5427850,2/14/2007,50.6,A,14.6,A,,,,,,
USGS,5427850,2/15/2007,48.9,A,13.9,A,,,,,,
USGS,5427850,2/16/2007,48.1,A,13.6,A,,,,,,
USGS,5427850,2/17/2007,42.6,A,11.5,A,,,,,,
USGS,5427850,2/18/2007,37.1,A,9.15,A,,,,,,
USGS,5427850,2/19/2007,36.9,A,9.28,A,,,,,,
USGS,5427850,2/20/2007,46.2,A,13.4,A,,,,,,
USGS,5427850,2/21/2007,52.8,A,17.2,A,,,,,,
USGS,5427850,2/22/2007,52.5,A,17.4,A,,,,,,
USGS,5427850,2/23/2007,53.4,A,17.7,A,,,,,,
USGS,5427850,2/24/2007,47.1,A,14.8,A,,,,,,
USGS,5427850,2/25/2007,44.1,A,13.4,A,,,,,,
USGS,5427850,2/26/2007,48,A,15.7,A,,,,,,
USGS,5427850,2/27/2007,51.1,A,17.6,A,,,,,,
USGS,5427850,2/28/2007,52.2,A,18.5,A,,,,,,
USGS,5427850,3/1/2007,53.3,A,19.4,A,,,,,,
USGS,5427850,3/2/2007,58.2,A,22.8,A,,,,,,
USGS,5427850,3/3/2007,61.9,A,25.8,A,,,,,,
USGS,5427850,3/4/2007,54.3,A,20.9,A,,,,,,
USGS,5427850,3/5/2007,56.5,A,22.5,A,,,,,,
USGS,5427850,3/6/2007,52.2,A,20.3,A,,,,,,
USGS,5427850,3/7/2007,56.3,A,23.2,A,,,,,,
USGS,5427850,3/8/2007,54.5,A,22.9,A,,,,,,
USGS,5427850,3/9/2007,58.8,A,26.1,A,,,,,,
USGS,5427850,3/10/2007,72.1,A,36.7,A,,,,,,
USGS,5427850,3/11/2007,85.4,A,48.9,A,,,,,,
USGS,5427850,3/12/2007,139,A,110,A,,,,,,
USGS,5427850,3/13/2007,418,A,1060,A,,,,,,
USGS,5427850,3/14/2007,534,A,1770,A,,,,,,
USGS,5427850,3/15/2007,383,A,595,A,,,,,,
USGS,5427850,3/16/2007,159,A,146,A,,,,,,
USGS,5427850,3/17/2007,93.8,A,63.3,A,,,,,,
USGS,5427850,3/18/2007,73,A,42.6,A,,,,,,
USGS,5427850,3/19/2007,94.5,A,66.5,A,,,,,,
USGS,5427850,3/20/2007,84.5,A,55.3,A,,,,,,
USGS,5427850,3/21/2007,74.1,A,45.7,A,,,,,,
USGS,5427850,3/22/2007,185,A,206,A,,,,,,
USGS,5427850,3/23/2007,219,A,274,A,,,,,,
USGS,5427850,3/24/2007,126,A,114,A,,,,,,
USGS,5427850,3/25/2007,74.5,A,48.7,A,,,,,,
USGS,5427850,3/26/2007,121,A,110,A,,,,,,
USGS,5427850,3/27/2007,128,A,157,A,,,,,,
USGS,5427850,3/28/2007,59.2,A,35.3,A,,,,,,
USGS,5427850,3/29/2007,71.4,A,48.4,A,,,,,,
USGS,5427850,3/30/2007,85.8,A,67.2,A,,,,,,
USGS,5427850,3/31/2007,86.5,A,69.6,A,,,,,,
USGS,5427850,4/1/2007,112,A,107,A,,,,,,
USGS,5427850,4/2/2007,206,A,290,A,,,,,,
USGS,5427850,4/3/2007,173,A,124,A,,,,,,
USGS,5427850,4/4/2007,249,A,406,A,,,,,,
USGS,5427850,4/5/2007,144,A,170,A,,,,,,
USGS,5427850,4/6/2007,102,A,98.7,A,,,,,,
USGS,5427850,4/7/2007,88.2,A,78.8,A,,,,,,
USGS,5427850,4/8/2007,83.8,A,74.2,A,,,,,,
USGS,5427850,4/9/2007,89.2,A,82.7,A,,,,,,
USGS,5427850,4/10/2007,92.8,A,90.1,A,,,,,,
USGS,5427850,4/11/2007,123,A,104,A,,,,,,
USGS,5427850,4/12/2007,48.4,A,31.6,A,,,,,,
USGS,5427850,4/13/2007,112,A,127,A,,,,,,
USGS,5427850,4/14/2007,114,A,133,A,,,,,,
USGS,5427850,4/15/2007,107,A,122,A,,,,,,
USGS,5427850,4/16/2007,90.9,A,94.7,A,,,,,,
USGS,5427850,4/17/2007,96.9,A,106,A,,,,,,
USGS,5427850,4/18/2007,85.3,A,87.1,A,,,,,,
USGS,5427850,4/19/2007,66.2,A,58.5,A,,,,,,
USGS,5427850,4/20/2007,75.4,A,73,A,,,,,,
USGS,5427850,4/21/2007,60.5,A,51.4,A,,,,,,
USGS,5427850,4/22/2007,62.2,A,54.9,A,,,,,,
USGS,5427850,4/23/2007,109,A,139,A,,,,,,
USGS,5427850,4/24/2007,101,A,125,A,,,,,,
USGS,5427850,4/25/2007,120,A,167,A,,,,,,
USGS,5427850,4/26/2007,119,A,167,A,,,,,,
USGS,5427850,4/27/2007,129,A,192,A,,,,,,
USGS,5427850,4/28/2007,109,A,148,A,,,,,,
USGS,5427850,4/29/2007,75.6,A,83.5,A,,,,,,
USGS,5427850,4/30/2007,104,A,141,A,,,,,,
USGS,5427850,5/1/2007,90.5,A,112,A,,,,,,
USGS,5427850,5/2/2007,83,A,99.7,A,,,,,,
USGS,5427850,5/3/2007,74.2,A,83.6,A,,,,,,
USGS,5427850,5/4/2007,66.9,A,71.9,A,,,,,,
USGS,5427850,5/5/2007,71,A,79.9,A,,,,,,
USGS,5427850,5/6/2007,60.5,A,61.4,A,,,,,,
USGS,5427850,5/7/2007,66.8,A,74.2,A,,,,,,
USGS,5427850,5/8/2007,69.2,A,78.7,A,,,,,,
USGS,5427850,5/9/2007,68.1,A,77.6,A,,,,,,
USGS,5427850,5/10/2007,61.8,A,67.4,A,,,,,,
USGS,5427850,5/11/2007,67.1,A,51,A,,,,,,
USGS,5427850,5/12/2007,52,A,51.5,A,,,,,,
USGS,5427850,5/13/2007,56.7,A,60.4,A,,,,,,
USGS,5427850,5/14/2007,48.1,A,46,A,,,,,,
USGS,5427850,5/15/2007,104,A,163,A,,,,,,
USGS,5427850,5/16/2007,75.5,A,99,A,,,,,,
USGS,5427850,5/17/2007,63.4,A,73.5,A,,,,,,
USGS,5427850,5/18/2007,51.5,A,54.2,A,,,,,,
USGS,5427850,5/19/2007,69.8,A,88.7,A,,,,,,
USGS,5427850,5/20/2007,75.6,A,102,A,,,,,,
USGS,5427850,5/21/2007,50.7,A,30.5,A,,,,,,
USGS,5427850,5/22/2007,51.2,A,54.1,A,,,,,,
USGS,5427850,5/23/2007,38.2,A,33.7,A,,,,,,
USGS,5427850,5/24/2007,55.1,A,62,A,,,,,,
USGS,5427850,5/25/2007,86.1,A,129,A,,,,,,
USGS,5427850,5/26/2007,39.4,A,35.8,A,,,,,,
USGS,5427850,5/27/2007,75.1,A,104,A,,,,,,
USGS,5427850,5/28/2007,56.9,A,67.2,A,,,,,,
USGS,5427850,5/29/2007,56.1,A,65.6,A,,,,,,
USGS,5427850,5/30/2007,48.5,A,51.3,A,,,,,,
USGS,5427850,5/31/2007,57.2,A,68.2,A,,,,,,
USGS,5427850,6/1/2007,47.9,A,51.8,A,,,,,,
USGS,5427850,6/2/2007,60.8,A,76.8,A,,,,,,
USGS,5427850,6/3/2007,70.1,A,96.5,A,,,,,,
USGS,5427850,6/4/2007,136,A,284,A,,,,,,
USGS,5427850,6/5/2007,92.2,A,151,A,,,,,,
USGS,5427850,6/6/2007,71.7,A,102,A,,,,,,
USGS,5427850,6/7/2007,31.4,A,25.9,A,,,,,,
USGS,5427850,6/8/2007,113,A,213,A,,,,,,
USGS,5427850,6/9/2007,54.5,A,66.3,A,,,,,,
USGS,5427850,6/10/2007,55.2,A,66.4,A,,,,,,
USGS,5427850,6/11/2007,55.5,A,66.5,A,,,,,,
USGS,5427850,6/12/2007,48.1,A,53.4,A,,,,,,
USGS,5427850,6/13/2007,40.4,A,39.7,A,,,,,,
USGS,5427850,6/14/2007,45.7,A,49.9,A,,,,,,
USGS,5427850,6/15/2007,42.9,A,44.7,A,,,,,,
USGS,5427850,6/16/2007,52.7,A,62.9,A,,,,,,
USGS,5427850,6/17/2007,38,A,40.8,A,,,,,,
USGS,5427850,6/18/2007,36.2,A,33.5,A,,,,,,
USGS,5427850,6/19/2007,71.9,A,104,A,,,,,,
USGS,5427850,6/20/2007,39.6,A,39.7,A,,,,,,
USGS,5427850,6/21/2007,54.4,A,64.7,A,,,,,,
USGS,5427850,6/22/2007,53.8,A,64.6,A,,,,,,
USGS,5427850,6/23/2007,42.7,A,44.5,A,,,,,,
USGS,5427850,6/24/2007,39.8,A,39.5,A,,,,,,
USGS,5427850,6/25/2007,44.6,A,47.8,A,,,,,,
USGS,5427850,6/26/2007,32.7,A,28.7,A,,,,,,
USGS,5427850,6/27/2007,60.7,A,78,A,,,,,,
USGS,5427850,6/28/2007,43.5,A,45.7,A,,,,,,
USGS,5427850,6/29/2007,40,A,39,A,,,,,,
USGS,5427850,6/30/2007,42.7,A,43.7,A,,,,,,
USGS,5427850,7/1/2007,37.8,A,35.6,A,,,,,,
USGS,5427850,7/2/2007,29.2,A,22.8,A,,,,,,
USGS,5427850,7/3/2007,70.1,A,95.6,A,,,,,,
USGS,5427850,7/4/2007,163,A,374,A,,,,,,
USGS,5427850,7/5/2007,95.6,A,158,A,,,,,,
USGS,5427850,7/6/2007,59.8,A,73.3,A,,,,,,
USGS,5427850,7/7/2007,33.2,A,27.5,A,,,,,,
USGS,5427850,7/8/2007,40.7,A,39,A,,,,,,
USGS,5427850,7/9/2007,75,A,104,A,,,,,,
USGS,5427850,7/10/2007,45.2,A,44.9,A,,,,,,
USGS,5427850,7/11/2007,52,A,89.2,A,,,,,,
USGS,5427850,7/12/2007,53.1,A,57.9,A,,,,,,
USGS,5427850,7/13/2007,36.8,A,32,A,,,,,,
USGS,5427850,7/14/2007,59.6,A,69.9,A,,,,,,
USGS,5427850,7/15/2007,42.7,A,40.3,A,,,,,,
USGS,5427850,7/16/2007,37.1,A,31.3,A,,,,,,
USGS,5427850,7/17/2007,47,A,45.9,A,,,,,,
USGS,5427850,7/18/2007,47.1,A,45.5,A,,,,,,
USGS,5427850,7/19/2007,56.5,A,60.1,A,,,,,,
USGS,5427850,7/20/2007,27.5,A,19.2,A,,,,,,
USGS,5427850,7/21/2007,38.8,A,32.8,A,,,,,,
USGS,5427850,7/22/2007,40.2,A,33.8,A,,,,,,
USGS,5427850,7/23/2007,44.2,A,39.2,A,,,,,,
USGS,5427850,7/24/2007,40.5,A,33.2,A,,,,,,
USGS,5427850,7/25/2007,39.2,A,31.6,A,,,,,,
USGS,5427850,7/26/2007,39.2,A,31.3,A,,,,,,
USGS,5427850,7/27/2007,58.7,A,60.8,A,,,,,,
USGS,5427850,7/28/2007,42.2,A,34.6,A,,,,,,
USGS,5427850,7/29/2007,39.2,A,30.3,A,,,,,,
USGS,5427850,7/30/2007,36.8,A,27.6,A,,,,,,
USGS,5427850,7/31/2007,41.2,A,32.2,A,,,,,,
USGS,5427850,8/1/2007,33.9,A,23.5,A,,,,,,
USGS,5427850,8/2/2007,45.7,A,38,A,,,,,,
USGS,5427850,8/3/2007,39.5,A,29.9,A,,,,,,
USGS,5427850,8/4/2007,43.8,A,34.6,A,,,,,,
USGS,5427850,8/5/2007,77.1,A,85,A,,,,,,
USGS,5427850,8/6/2007,55.2,A,48.6,A,,,,,,
USGS,5427850,8/7/2007,77.6,A,84.7,A,,,,,,
USGS,5427850,8/8/2007,67.8,A,67,A,,,,,,
USGS,5427850,8/9/2007,52.4,A,42.8,A,,,,,,
USGS,5427850,8/10/2007,52.7,A,58.9,A,,,,,,
USGS,5427850,8/11/2007,33.5,A,19.8,A,,,,,,
USGS,5427850,8/12/2007,73.1,A,71.4,A,,,,,,
USGS,5427850,8/13/2007,37.2,A,23.3,A,,,,,,
USGS,5427850,8/14/2007,53.5,A,41.4,A,,,,,,
USGS,5427850,8/15/2007,54.1,A,42.1,A,,,,,,
USGS,5427850,8/16/2007,56,A,44,A,,,,,,
USGS,5427850,8/17/2007,56.5,A,44.7,A,,,,,,
USGS,5427850,8/18/2007,45.6,A,31.1,A,,,,,,
USGS,5427850,8/19/2007,723,A,2600,A,,,,,,
USGS,5427850,8/20/2007,1160,A,5420,A,,,,,,
USGS,5427850,8/21/2007,898,A,3570,A,,,,,,
USGS,5427850,8/22/2007,569,A,1700,A,,,,,,
USGS,5427850,8/23/2007,657,A,1060,A,,,,,,
USGS,5427850,8/24/2007,550,A,1570,A,,,,,,
USGS,5427850,8/25/2007,320,A,649,A,,,,,,
USGS,5427850,8/26/2007,181,A,256,A,,,,,,
USGS,5427850,8/27/2007,145,A,176,A,,,,,,
USGS,5427850,8/28/2007,164,A,212,A,,,,,,
USGS,5427850,8/29/2007,141,A,163,A,,,,,,
USGS,5427850,8/30/2007,115,A,116,A,,,,,,
USGS,5427850,8/31/2007,109,A,105,A,,,,,,
USGS,5427850,9/1/2007,101,A,91,A,,,,,,
USGS,5427850,9/2/2007,102,A,108,A,,,,,,
USGS,5427850,9/3/2007,98.2,A,84,A,,,,,,
USGS,5427850,9/4/2007,94.9,A,78.7,A,,,,,,
USGS,5427850,9/5/2007,81.9,A,61,A,,,,,,
USGS,5427850,9/6/2007,86.1,A,64.9,A,,,,,,
USGS,5427850,9/7/2007,118,A,107,A,,,,,,
USGS,5427850,9/8/2007,100,A,80.4,A,,,,,,
USGS,5427850,9/9/2007,99,A,77.8,A,,,,,,
USGS,5427850,9/10/2007,97.2,A,74.1,A,,,,,,
USGS,5427850,9/11/2007,135,A,125,A,,,,,,
USGS,5427850,9/12/2007,109,A,86.8,A,,,,,,
USGS,5427850,9/13/2007,89.6,A,62.6,A,,,,,,
USGS,5427850,9/14/2007,111,A,82.6,A,,,,,,
USGS,5427850,9/15/2007,87.2,A,57.4,A,,,,,,
USGS,5427850,9/16/2007,85.9,A,55.5,A,,,,,,
USGS,5427850,9/17/2007,79,A,47.6,A,,,,,,
USGS,5427850,9/18/2007,82.4,A,49.8,A,,,,,,
USGS,5427850,9/19/2007,91.7,A,59,A,,,,,,
USGS,5427850,9/20/2007,73.7,A,40.8,A,,,,,,
USGS,5427850,9/21/2007,45.8,A,18.5,A,,,,,,
USGS,5427850,9/22/2007,120,A,86.6,A,,,,,,
USGS,5427850,9/23/2007,78.5,A,42.4,A,,,,,,
USGS,5427850,9/24/2007,70.4,A,35,A,,,,,,
USGS,5427850,9/25/2007,84.5,A,47.2,A,,,,,,
USGS,5427850,9/26/2007,83,A,44.8,A,,,,,,
USGS,5427850,9/27/2007,86.1,A,46.7,A,,,,,,
USGS,5427850,9/28/2007,80.3,A,40.9,A,,,,,,
USGS,5427850,9/29/2007,58.8,A,24.5,A,,,,,,
USGS,5427850,9/30/2007,72.4,A,33.4,A,,,,,,
USGS,5427850,10/1/2007,129,A,64.4,A,,,,,,
USGS,5427850,10/2/2007,103,A,51.8,A,,,,,,
USGS,5427850,10/3/2007,179,A,89.9,A,,,,,,
USGS,5427850,10/4/2007,114,A,56.9,A,,,,,,
USGS,5427850,10/5/2007,83.1,A,41.4,A,,,,,,
USGS,5427850,10/6/2007,82.2,A,40.7,A,,,,,,
USGS,5427850,10/7/2007,76.8,A,37.9,A,,,,,,
USGS,5427850,10/8/2007,66.4,A,32.6,A,,,,,,
USGS,5427850,10/9/2007,81.7,A,40,A,,,,,,
USGS,5427850,10/10/2007,103,A,50.2,A,,,,,,
USGS,5427850,10/11/2007,62.5,A,30.4,A,,,,,,
USGS,5427850,10/12/2007,78.2,A,37.8,A,,,,,,
USGS,5427850,10/13/2007,72.4,A,34.8,A,,,,,,
USGS,5427850,10/14/2007,78.7,A,37.7,A,,,,,,
USGS,5427850,10/15/2007,83.4,A,39.8,A,,,,,,
USGS,5427850,10/16/2007,84.7,A,40.2,A,,,,,,
USGS,5427850,10/17/2007,121,A,57.1,A,,,,,,
USGS,5427850,10/18/2007,56.2,A,26.5,A,,,,,,
USGS,5427850,10/19/2007,172,A,80.5,A,,,,,,
USGS,5427850,10/20/2007,130,A,60.8,A,,,,,,
USGS,5427850,10/21/2007,91.2,A,42.4,A,,,,,,
USGS,5427850,10/22/2007,100,A,46.4,A,,,,,,
USGS,5427850,10/23/2007,74.1,A,34.2,A,,,,,,
USGS,5427850,10/24/2007,88.3,A,40.6,A,,,,,,
USGS,5427850,10/25/2007,79.1,A,36.2,A,,,,,,
USGS,5427850,10/26/2007,76.5,A,34.9,A,,,,,,
USGS,5427850,10/27/2007,77.2,A,34.9,A,,,,,,
USGS,5427850,10/28/2007,59.5,A,26.2,A,,,,,,
USGS,5427850,10/29/2007,80.6,A,34.3,A,,,,,,
USGS,5427850,10/30/2007,51.5,A,21.3,A,,,,,,
USGS,5427850,10/31/2007,105,A,42.3,A,,,,,,
USGS,5427850,11/1/2007,77.5,A,30.2,A,,,,,,
USGS,5427850,11/2/2007,75.9,A,28.5,A,,,,,,
USGS,5427850,11/3/2007,72.5,A,26.6,A,,,,,,
USGS,5427850,11/4/2007,71.5,A,23.9,A,,,,,,
USGS,5427850,11/5/2007,81.1,A,27.9,A,,,,,,
USGS,5427850,11/6/2007,89,A,29.7,A,,,,,,
USGS,5427850,11/7/2007,53.9,A,17.4,A,,,,,,
USGS,5427850,11/8/2007,91.6,A,28.8,A,,,,,,
USGS,5427850,11/9/2007,70,A,21.3,A,,,,,,
USGS,5427850,11/10/2007,59.5,A,17.5,A,,,,,,
USGS,5427850,11/11/2007,84.2,A,24.1,A,,,,,,
USGS,5427850,11/12/2007,75.3,A,20.9,A,,,,,,
USGS,5427850,11/13/2007,58.7,A,15.7,A,,,,,,
USGS,5427850,11/14/2007,75,A,19.5,A,,,,,,
USGS,5427850,11/15/2007,86.9,A,22,A,,,,,,
USGS,5427850,11/16/2007,74.4,A,18.2,A,,,,,,
USGS,5427850,11/17/2007,84.4,A,20.1,A,,,,,,
USGS,5427850,11/18/2007,44.7,A,10.6,A,,,,,,
USGS,5427850,11/19/2007,85.4,A,20.2,A,,,,,,
USGS,5427850,11/20/2007,86.1,A,20.4,A,,,,,,
USGS,5427850,11/21/2007,89.4,A,21.1,A,,,,,,
USGS,5427850,11/22/2007,54,A,12.7,A,,,,,,
USGS,5427850,11/23/2007,47.5,A,11.2,A,,,,,,
USGS,5427850,11/24/2007,74.9,A,17.6,A,,,,,,
USGS,5427850,11/25/2007,64.6,A,15.1,A,,,,,,
USGS,5427850,11/26/2007,113,A,26.5,A,,,,,,
USGS,5427850,11/27/2007,73.9,A,17.2,A,,,,,,
USGS,5427850,11/28/2007,63.8,A,14.9,A,,,,,,
USGS,5427850,11/29/2007,76,A,17.7,A,,,,,,
USGS,5427850,11/30/2007,69,A,16,A,,,,,,
USGS,5427850,12/1/2007,52.9,A,12.3,A,,,,,,
USGS,5427850,12/2/2007,81.7,A,18.9,A,,,,,,
USGS,5427850,12/3/2007,79,A,18.2,A,,,,,,
USGS,5427850,12/4/2007,73.1,A,16.8,A,,,,,,
USGS,5427850,12/5/2007,66,A,15.2,A,,,,,,
USGS,5427850,12/6/2007,59.1,A,13.6,A,,,,,,
USGS,5427850,12/7/2007,74.1,A,17,A,,,,,,
USGS,5427850,12/8/2007,65.1,A,14.9,A,,,,,,
USGS,5427850,12/9/2007,66.9,A,15.3,A,,,,,,
USGS,5427850,12/10/2007,66.6,A,15.2,A,,,,,,
USGS,5427850,12/11/2007,66.1,A,15,A,,,,,,
USGS,5427850,12/12/2007,68.7,A,15.6,A,,,,,,
USGS,5427850,12/13/2007,69.4,A,15.7,A,,,,,,
USGS,5427850,12/14/2007,71.5,A,16.2,A,,,,,,
USGS,5427850,12/15/2007,64.7,A,14.6,A,,,,,,
USGS,5427850,12/16/2007,62.5,A,14.1,A,,,,,,
USGS,5427850,12/17/2007,62.6,A,14.1,A,,,,,,
USGS,5427850,12/18/2007,68.8,A,15.4,A,,,,,,
USGS,5427850,12/19/2007,69.2,A,15.5,A,,,,,,
USGS,5427850,12/20/2007,71.7,A,16,A,,,,,,
USGS,5427850,12/21/2007,75.3,A,16.8,A,,,,,,
USGS,5427850,12/22/2007,79.7,A,17.7,A,,,,,,
USGS,5427850,12/23/2007,105,A,23.4,A,,,,,,
USGS,5427850,12/24/2007,124,A,27.6,A,,,,,,
USGS,5427850,12/25/2007,106,A,23.5,A,,,,,,
USGS,5427850,12/26/2007,86.9,A,19.2,A,,,,,,
