sampledate,Temp_max_F,Temp_min_F,Temp_avg_F,Temp_departure,HDD,CDD,Precipitation_in,New_snow_in,Snow_depth
4/22/2013,66,44,55,6.1,10,0,T,0,0
4/23/2013,56,37,46.5,-2.8,18,0,T,0,0
4/24/2013,53,33,43,-6.7,22,0,T,0,0
4/25/2013,50,37,43.5,-6.6,21,0,0.02,0,0
4/26/2013,69,39,54,3.5,11,0,0,0,0
4/27/2013,65,43,54,3.1,11,0,0,0,0
4/28/2013,71,38,54.5,3.2,10,0,0,0,0
4/29/2013,71,50,60.5,8.8,4,0,0.02,0,0
4/30/2013,86,60,73,20.9,0,8,0.03,0,0
5/1/2013,82,50,66,13.5,0,1,0,0,0
5/2/2013,55,37,46,-6.9,19,0,0.2,0,0
5/3/2013,48,36,42,-11.2,23,0,0.73,0,0
5/4/2013,72,46,59,5.4,6,0,T,0,0
5/5/2013,74,45,59.5,5.5,5,0,0,0,0
5/6/2013,74,43,58.5,4.1,6,0,0,0,0
5/7/2013,78,53,65.5,10.7,0,1,0,0,0
5/8/2013,80,47,63.5,8.3,1,0,0,0,0
5/9/2013,66,47,56.5,1,8,0,1.06,0,0
5/10/2013,53,42,47.5,-8.4,17,0,0.51,0,0
5/11/2013,53,41,47,-9.3,18,0,T,0,0
5/12/2013,55,36,45.5,-11.1,19,0,0,0,0
5/13/2013,64,31,47.5,-9.5,17,0,0,0,0
5/14/2013,88,54,71,13.6,0,6,0.04,0,0
5/15/2013,77,52,64.5,6.8,0,0,0,0,0
5/16/2013,84,48,66,7.9,0,1,0,0,0
5/17/2013,63,48,55.5,-3,9,0,0.53,0,0
5/18/2013,80,50,65,6.2,0,0,0,0,0
5/19/2013,85,62,73.5,14.3,0,9,0.02,0,0
5/20/2013,81,62,71.5,12,0,7,0.59,0,0
5/21/2013,75,57,66,6.1,0,1,0,0,0
5/22/2013,70,53,61.5,1.2,3,0,0.24,0,0
5/23/2013,62,42,52,-8.6,13,0,0.06,0,0
5/24/2013,62,35,48.5,-12.5,16,0,0,0,0
5/25/2013,60,47,53.5,-7.8,11,0,0.01,0,0
5/26/2013,66,41,53.5,-8.2,11,0,0.03,0,0
5/27/2013,56,51,53.5,-8.5,11,0,0.01,0,0
5/28/2013,73,51,62,-0.4,3,0,1,0,0
5/29/2013,82,62,72,9.3,0,7,0.79,0,0
5/30/2013,83,61,72,8.9,0,7,0.74,T,0
5/31/2013,75,64,69.5,6.1,0,5,0.01,0,0
6/1/2013,78,63,70.5,6.7,0,6,T,0,0
6/2/2013,63,46,54.5,-9.6,10,0,0,0,0
6/3/2013,71,41,56,-8.4,9,0,0,0,0
6/4/2013,69,51,60,-4.8,5,0,0.15,0,0
6/5/2013,66,49,57.5,-7.6,7,0,0.15,0,0
6/6/2013,60,52,56,-9.4,9,0,0.4,0,0
6/7/2013,71,51,61,-4.7,4,0,0,0,0
6/8/2013,72,50,61,-5.1,4,0,0,0,0
6/9/2013,79,57,68,1.6,0,3,0.23,0,0
6/10/2013,80,58,69,2.3,0,4,T,0,0
6/11/2013,83,58,70.5,3.5,0,6,T,0,0
6/12/2013,79,60,69.5,2.2,0,5,1.69,0,0
6/13/2013,78,58,68,0.4,0,3,0,0,0
6/14/2013,77,51,64,-3.9,1,0,0,0,0
6/15/2013,82,58,70,1.9,0,5,0.7,0,0
6/16/2013,84,64,74,5.6,0,9,0,0,0
6/17/2013,86,61,73.5,4.8,0,9,T,0,0
6/18/2013,73,52,62.5,-6.4,2,0,0,0,0
6/19/2013,80,47,63.5,-5.7,1,0,0,0,0
6/20/2013,86,60,73,3.6,0,8,0,0,0
6/21/2013,79,66,72.5,2.9,0,8,0.86,0,0
6/22/2013,80,66,73,3.1,0,8,1.74,0,0
6/23/2013,86,64,75,4.9,0,10,0.03,0,0
6/24/2013,81,68,74.5,4.2,0,10,0.43,0,0
6/25/2013,82,66,74,3.5,0,9,0.92,0,0
6/26/2013,83,65,74,3.4,0,9,3.19,0,0
6/27/2013,88,69,78.5,7.7,0,14,0,0,0
6/28/2013,77,65,71,0,0,6,T,0,0
6/29/2013,73,63,68,-3.1,0,3,0.37,0,0
6/30/2013,78,56,67,-4.3,0,2,0,0,0
7/1/2013,79,55,67,-4.4,0,2,0,0,0
7/2/2013,76,54,65,-6.5,0,0,0,0,0
7/3/2013,73,53,63,-8.6,2,0,0,0,0
7/4/2013,82,60,71,-0.7,0,6,0,0,0
7/5/2013,84,67,75.5,3.7,0,11,0,0,0
7/6/2013,85,67,76,4.1,0,11,0,0,0
7/7/2013,89,70,79.5,7.6,0,15,0,0,0
7/8/2013,88,72,80,8,0,15,0.53,0,0
7/9/2013,85,71,78,6,0,13,1.13,0,0
7/10/2013,79,60,69.5,-2.6,0,5,T,0,0
7/11/2013,81,56,68.5,-3.6,0,4,0,0,0
7/12/2013,82,56,69,-3.1,0,4,0,0,0
7/13/2013,83,64,73.5,1.4,0,9,0,0,0
7/14/2013,87,60,73.5,1.4,0,9,0,0,0
7/15/2013,90,66,78,5.9,0,13,T,0,0
7/16/2013,92,74,83,10.9,0,18,T,0,0
7/17/2013,93,74,83.5,11.4,0,19,T,0,0
7/18/2013,92,75,83.5,11.4,0,19,0,0,0
7/19/2013,91,72,81.5,9.5,0,17,T,0,0
7/20/2013,85,62,73.5,1.5,0,9,0,0,0
7/21/2013,84,60,72,0,0,7,1.8,0,0
7/22/2013,86,62,74,2.1,0,9,0.14,0,0
7/23/2013,75,56,65.5,-6.4,0,1,0,0,0
7/24/2013,75,51,63,-8.8,2,0,0,0,0
7/25/2013,79,58,68.5,-3.3,0,4,0.08,0,0
7/26/2013,77,60,68.5,-3.2,0,4,0.29,0,0
7/27/2013,61,51,56,-15.7,9,0,0.01,0,0
7/28/2013,67,52,59.5,-12.1,5,0,0.02,0,0
7/29/2013,76,54,65,-6.5,0,0,0,0,0
7/30/2013,74,57,65.5,-6,0,1,0,0,0
7/31/2013,80,61,70.5,-0.9,0,6,0,0,0
8/1/2013,78,61,69.5,-1.8,0,5,0,0,0
8/2/2013,80,61,70.5,-0.8,0,6,0.12,0,0
8/3/2013,77,52,64.5,-6.7,0,0,0,0,0
8/4/2013,76,52,64,-7.1,1,0,0,0,0
8/5/2013,74,60,67,-4,0,2,0.06,0,0
8/6/2013,84,67,75.5,4.6,0,11,0,0,0
8/7/2013,80,62,71,0.1,0,6,0,0,0
8/8/2013,80,59,69.5,-1.3,0,5,0,0,0
8/9/2013,80,58,69,-1.7,0,4,0,0,0
8/10/2013,76,53,64.5,-6.1,0,0,0,0,0
8/11/2013,74,52,63,-7.5,2,0,0.12,0,0
8/12/2013,81,61,71,0.6,0,6,T,0,0
8/13/2013,71,51,61,-9.3,4,0,0,0,0
8/14/2013,74,46,60,-10.2,5,0,0,0,0
8/15/2013,77,57,67,-3.1,0,2,0,0,0
8/16/2013,82,52,67,-2.9,0,2,0,0,0
8/17/2013,81,51,66,-3.8,0,1,0,0,0
8/18/2013,81,52,66.5,-3.2,0,2,0,0,0
8/19/2013,82,55,68.5,-1,0,4,0,0,0
8/20/2013,87,64,75.5,6.1,0,11,0,0,0
8/21/2013,89,72,80.5,11.3,0,16,T,0,0
8/22/2013,78,63,70.5,1.4,0,6,1.23,0,0
8/23/2013,82,55,68.5,-0.4,0,4,0,0,0
8/24/2013,83,55,69,0.3,0,4,0,0,0
8/25/2013,88,71,79.5,11,0,15,0,0,0
8/26/2013,90,74,82,13.7,0,17,0,0,0
8/27/2013,93,77,85,16.9,0,20,0,0,0
8/28/2013,84,68,76,8.1,0,11,0,0,0
8/29/2013,86,61,73.5,5.8,0,9,0,0,0
8/30/2013,91,70,80.5,13.1,0,16,0,0,0
8/31/2013,81,63,72,4.8,0,7,0,0,0
9/1/2013,84,62,73,6.1,0,8,0,0,0
9/2/2013,72,50,61,-5.7,4,0,0,0,0
9/3/2013,73,46,59.5,-6.9,5,0,0,0,0
9/4/2013,84,50,67,0.9,0,2,0,0,0
9/5/2013,77,58,67.5,1.7,0,3,0,0,0
9/6/2013,87,53,70,4.5,0,5,0,0,0
9/7/2013,90,70,80,14.8,0,15,0,0,0
9/8/2013,73,63,68,3.1,0,3,0,0,0
9/9/2013,93,65,79,14.5,0,14,0,0,0
9/10/2013,94,74,84,19.8,0,19,T,0,0
9/11/2013,82,64,73,9.2,0,8,0.26,0,0
9/12/2013,76,53,64.5,1,0,0,0,0,0
9/13/2013,67,44,55.5,-7.6,9,0,0,0,0
9/14/2013,72,40,56,-6.7,9,0,0,0,0
9/15/2013,63,54,58.5,-3.9,6,0,0.7,0,0
9/16/2013,66,41,53.5,-8.5,11,0,0,0,0
9/17/2013,71,40,55.5,-6.1,9,0,0.06,0,0
9/18/2013,76,60,68,6.8,0,3,0.06,0,0
9/19/2013,87,67,77,16.2,0,12,1.94,0,0
9/20/2013,70,55,62.5,2.1,2,0,T,0,0
9/21/2013,61,44,52.5,-7.5,12,0,0,0,0
9/22/2013,65,41,53,-6.6,12,0,0,0,0
9/23/2013,68,41,54.5,-4.6,10,0,0,0,0
9/24/2013,72,40,56,-2.7,9,0,0,0,0
9/25/2013,72,42,57,-1.3,8,0,0,0,0
9/26/2013,76,42,59,1.1,6,0,0,0,0
9/27/2013,81,45,63,5.5,2,0,0,0,0
9/28/2013,80,53,66.5,9.4,0,2,0.17,0,0
9/29/2013,70,43,56.5,-0.1,8,0,0,0,0
9/30/2013,73,47,60,3.8,5,0,0,0,0
10/1/2013,79,52,65.5,9.7,0,1,0,0,0
10/2/2013,76,43,59.5,4.1,5,0,0,0,0
10/3/2013,76,55,65.5,10.5,0,1,T,0,0
10/4/2013,68,61,64.5,9.9,0,0,0.61,0,0
10/5/2013,74,56,65,10.9,0,0,0.15,0,0
10/6/2013,58,43,50.5,-3.2,14,0,0.03,0,0
10/7/2013,67,42,54.5,1.2,10,0,0.01,0,0
10/8/2013,75,39,57,4.1,8,0,0,0,0
10/9/2013,72,44,58,5.5,7,0,0,0,0
10/10/2013,73,40,56.5,4.4,8,0,0,0,0
10/11/2013,75,46,60.5,8.8,4,0,0,0,0
10/12/2013,69,43,56,4.7,9,0,0.04,0,0
10/13/2013,62,36,49,-1.9,16,0,0,0,0
10/14/2013,63,32,47.5,-3,17,0,0,0,0
10/15/2013,61,48,54.5,4.4,10,0,0.23,0,0
10/16/2013,55,47,51,1.3,14,0,0.03,0,0
10/17/2013,54,39,46.5,-2.8,18,0,0.09,0,0
10/18/2013,48,38,43,-5.9,22,0,0,0,0
10/19/2013,52,32,42,-6.5,23,0,0.03,0,0
10/20/2013,51,30,40.5,-7.6,24,0,0.09,0,0
10/21/2013,48,32,40,-7.7,25,0,T,0,0
10/22/2013,47,27,37,-10.3,28,0,0,0,0
10/23/2013,43,27,35,-11.9,30,0,T,T,0
10/24/2013,44,29,36.5,-10,28,0,T,T,0
10/25/2013,51,29,40,-6.1,25,0,0,0,0
10/26/2013,52,37,44.5,-1.2,20,0,0,0,0
10/27/2013,54,27,40.5,-4.8,24,0,0,0,0
10/28/2013,44,34,39,-5.8,26,0,0,0,0
10/29/2013,52,37,44.5,0.1,20,0,0,0,0
10/30/2013,56,46,51,7,14,0,0.01,0,0
10/31/2013,62,43,52.5,8.9,12,0,0.57,0,0
11/1/2013,46,34,40,-3.1,25,0,0.04,0,0
11/2/2013,45,29,37,-5.7,28,0,T,0,0
11/3/2013,50,25,37.5,-4.8,27,0,0,0,0
11/4/2013,53,42,47.5,5.6,17,0,0.01,0,0
11/5/2013,54,47,50.5,9.1,14,0,0.4,0,0
11/6/2013,55,32,43.5,2.5,21,0,0.29,0,0
11/7/2013,42,30,36,-4.5,29,0,T,T,0
11/8/2013,47,40,43.5,3.4,21,0,T,0,0
11/9/2013,53,38,45.5,5.9,19,0,0,0,0
11/10/2013,48,36,42,2.8,23,0,0,0,0
11/11/2013,45,21,33,-5.7,32,0,0.12,0.8,0
11/12/2013,30,17,23.5,-14.8,41,0,0,0,1
11/13/2013,42,20,31,-6.8,34,0,0,0,T
11/14/2013,47,34,40.5,3.1,24,0,0.01,0,0
11/15/2013,55,33,44,7.1,21,0,0,0,0
11/16/2013,58,37,47.5,11,17,0,0.16,0,0
11/17/2013,58,39,48.5,12.5,16,0,0.93,0,0
11/18/2013,39,26,32.5,-3.1,32,0,0,0,0
11/19/2013,40,18,29,-6.1,36,0,0,0,0
11/20/2013,40,33,36.5,1.8,28,0,0.04,0,0
11/21/2013,43,37,40,5.7,25,0,0,0,0
11/22/2013,38,24,31,-2.8,34,0,0.06,1,1
11/23/2013,25,10,17.5,-15.9,47,0,T,T,T
11/24/2013,27,9,18,-15,47,0,0,0,0
11/25/2013,32,22,27,-5.5,38,0,0.14,1.5,T
11/26/2013,33,12,22.5,-9.6,42,0,T,0.2,1
11/27/2013,26,9,17.5,-14.2,47,0,0,0,1
11/28/2013,30,17,23.5,-7.8,41,0,T,T,1
11/29/2013,31,8,19.5,-11.4,45,0,0,0,1
11/30/2013,43,27,35,4.5,30,0,0,0,0
12/1/2013,41,26,33.5,3.4,31,0,0,0,0
12/2/2013,40,20,30,0.3,35,0,0.14,1.2,0
12/3/2013,39,34,36.5,7.2,28,0,0.06,T,T
12/4/2013,50,34,42,13.1,23,0,0.08,0,0
12/5/2013,34,13,23.5,-5.1,41,0,0,0,0
12/6/2013,17,7,12,-16.2,53,0,0,0,0
12/7/2013,15,1,8,-19.9,57,0,0,0,0
12/8/2013,20,8,14,-13.5,51,0,0.21,4.4,0
12/9/2013,16,-2,7,-20.2,58,0,0.02,0.4,4
12/10/2013,18,-2,8,-18.8,57,0,0.01,0.3,3
12/11/2013,14,-3,5.5,-21,59,0,T,0.2,2
12/12/2013,24,-1,11.5,-14.7,53,0,0,0,2
12/13/2013,24,14,19,-6.9,46,0,0,0,2
12/14/2013,23,18,20.5,-5.1,44,0,0.01,0.3,2
12/15/2013,20,4,12,-13.3,53,0,T,T,2
12/16/2013,15,-4,5.5,-19.5,59,0,0.21,2.7,2
12/17/2013,35,15,25,0.3,40,0,0.02,0.4,4
12/18/2013,34,11,22.5,-1.9,42,0,0,0,4
12/19/2013,34,18,26,1.8,39,0,0.04,T,3
12/20/2013,25,21,23,-0.9,42,0,0.02,0.2,3
12/21/2013,27,23,25,1.4,40,0,T,T,3
12/22/2013,27,14,20.5,-2.9,44,0,0.49,5.9,4
12/23/2013,21,-2,9.5,-13.6,55,0,0.01,0.6,7
12/24/2013,12,-12,0,-22.9,65,0,0.07,0.9,8
12/25/2013,23,11,17,-5.6,48,0,0.09,2.2,9
12/26/2013,26,12,19,-3.4,46,0,T,0.2,9
12/27/2013,37,9,23,0.8,42,0,0,0,8
12/28/2013,42,20,31,9,34,0,0,0,7
12/29/2013,39,-4,17.5,-4.2,47,0,T,T,6
12/30/2013,3,-14,-5.5,-27,70,0,0.05,0.8,6
12/31/2013,7,-5,1,-20.3,64,0,0.09,1.4,6
1/1/2014,8,0,4,-17.1,61,0,T,0.1,8
1/2/2014,11,-10,0.5,-20.4,64,0,T,0.2,7
1/3/2014,20,-14,3,-17.7,62,0,0,0,7
1/4/2014,33,15,24,3.4,41,0,T,T,6
1/5/2014,15,-9,3,-17.4,62,0,0,0,6
1/6/2014,-9,-18,-13.5,-33.7,78,0,T,T,6
1/7/2014,2,-15,-6.5,-26.5,71,0,0,0,6
1/8/2014,10,-12,-1,-20.9,66,0,0,0,6
1/9/2014,23,-16,3.5,-16.2,61,0,T,T,6
1/10/2014,36,22,29,9.4,36,0,0.16,T,6
1/11/2014,36,28,32,12.5,33,0,T,T,5
1/12/2014,41,26,33.5,14.2,31,0,0,0,5
1/13/2014,41,26,33.5,14.3,31,0,0,0,5
1/14/2014,35,16,25.5,6.4,39,0,0.09,3,5
1/15/2014,19,10,14.5,-4.5,50,0,T,T,5
1/16/2014,34,12,23,4,42,0,0.08,1.2,5
1/17/2014,19,5,12,-6.9,53,0,T,0.4,5
1/18/2014,17,1,9,-9.8,56,0,0.03,0.7,6
1/19/2014,34,9,21.5,2.7,43,0,0,0,6
1/20/2014,35,6,20.5,1.8,44,0,T,0.8,6
1/21/2014,6,-5,0.5,-18.2,64,0,0,0,6
1/22/2014,12,-2,5,-13.7,60,0,0.01,0.7,5
1/23/2014,6,-8,-1,-19.7,66,0,0,0,5
1/24/2014,32,-8,12,-6.7,53,0,0.03,0.3,5
1/25/2014,33,5,19,0.2,46,0,0,0,5
1/26/2014,25,3,14,-4.8,51,0,0.18,3.9,8
1/27/2014,3,-11,-4,-22.9,69,0,T,T,8
1/28/2014,2,-14,-6,-25,71,0,0,0,8
1/29/2014,23,-3,10,-9.1,55,0,0,0,8
1/30/2014,31,15,23,3.8,42,0,0.07,1.1,6
1/31/2014,15,2,8.5,-10.8,56,0,0,0,6
2/1/2014,21,6,13.5,-5.9,51,0,0.16,2.5,7
2/2/2014,16,-9,3.5,-16.1,61,0,0,0,8
2/3/2014,18,-12,3,-16.7,62,0,0,0,8
2/4/2014,18,-1,8.5,-11.4,56,0,T,T,7
2/5/2014,18,3,10.5,-9.6,54,0,0.03,0.7,7
2/6/2014,7,-5,1,-19.3,64,0,0,0,7
2/7/2014,12,-3,4.5,-16.1,60,0,0,0,7
2/8/2014,14,-10,2,-18.8,63,0,0.06,1.2,7
2/9/2014,19,-4,7.5,-13.6,57,0,T,T,8
2/10/2014,9,-12,-1.5,-22.8,66,0,0,0,8
2/11/2014,11,-15,-2,-23.6,67,0,0,0,8
2/12/2014,19,1,10,-11.9,55,0,0.05,0.8,8
2/13/2014,31,16,23.5,1.3,41,0,0.08,1.1,8
2/14/2014,22,7,14.5,-8.1,50,0,0,0,9
2/15/2014,18,-7,5.5,-17.4,59,0,0.02,0.4,8
2/16/2014,21,11,16,-7.2,49,0,T,T,8
2/17/2014,25,17,21,-2.6,44,0,0.27,4.3,8
2/18/2014,43,11,27,3.1,38,0,0,0,11
2/19/2014,45,27,36,11.7,29,0,0,0,9
2/20/2014,42,33,37.5,12.8,27,0,0.49,T,8
2/21/2014,36,19,27.5,2.5,37,0,T,T,6
2/22/2014,28,13,20.5,-4.9,44,0,0,0,6
2/23/2014,25,8,16.5,-9.3,48,0,0,0,6
2/24/2014,23,7,15,-11.2,50,0,0,0,6
2/25/2014,15,1,8,-18.6,57,0,T,T,6
2/26/2014,16,-5,5.5,-21.5,59,0,0.01,0.2,5
2/27/2014,10,-8,1,-26.4,64,0,0.01,0.1,5
2/28/2014,23,-9,7,-20.8,58,0,0.06,0.7,5
3/1/2014,19,5,12,-16.3,53,0,0.07,1.5,6
3/2/2014,7,-3,2,-26.7,63,0,0,0,8
3/3/2014,16,-8,4,-25.1,61,0,0,0,8
3/4/2014,21,9,15,-14.5,50,0,0.22,2.6,9
3/5/2014,20,0,10,-19.9,55,0,0.15,2.2,11
3/6/2014,26,-5,10.5,-19.8,54,0,0,0,10
3/7/2014,43,17,30,-0.7,35,0,T,0,9
3/8/2014,34,19,26.5,-4.7,38,0,T,T,7
3/9/2014,40,16,28,-3.6,37,0,0,0,6
3/10/2014,57,33,45,13,20,0,0,0,6
3/11/2014,44,34,39,6.6,26,0,0.04,0,4
3/12/2014,34,14,24,-8.8,41,0,T,0.3,3
3/13/2014,40,13,26.5,-6.7,38,0,0,0,3
3/14/2014,50,35,42.5,8.9,22,0,0,0,2
3/15/2014,37,24,30.5,-3.5,34,0,0,0,2
3/16/2014,26,11,18.5,-15.9,46,0,T,T,1
3/17/2014,37,12,24.5,-10.3,40,0,0,0,1
3/18/2014,47,25,36,0.8,29,0,0.12,0,T
3/19/2014,40,33,36.5,0.9,28,0,0.11,T,0
3/20/2014,45,25,35,-1,30,0,0,0,0
3/21/2014,50,22,36,-0.4,29,0,0,0,0
3/22/2014,38,19,28.5,-8.3,36,0,T,T,0
3/23/2014,30,13,21.5,-15.7,43,0,0,0,0
3/24/2014,36,16,26,-11.6,39,0,0.05,1.4,0
3/25/2014,26,13,19.5,-18.4,45,0,0.03,0.2,2
3/26/2014,39,9,24,-14.3,41,0,0,0,T
3/27/2014,47,35,41,2.3,24,0,0.44,T,0
3/28/2014,40,31,35.5,-3.6,29,0,0.03,0,0
3/29/2014,46,27,36.5,-3,28,0,0,0,0
3/30/2014,57,26,41.5,1.6,23,0,0,0,0
3/31/2014,65,43,54,13.7,11,0,0,0,0
4/1/2014,50,26,38,-2.6,27,0,T,T,0
4/2/2014,51,22,36.5,-4.5,28,0,T,T,0
4/3/2014,39,36,37.5,-3.9,27,0,T,T,0
4/4/2014,39,33,36,-5.8,29,0,0.14,T,0
4/5/2014,52,24,38,-4.2,27,0,0,0,0
4/6/2014,59,32,45.5,2.9,19,0,0,0,0
4/7/2014,63,38,50.5,7.5,14,0,0.13,0,0
4/8/2014,60,38,49,5.6,16,0,T,0,0
4/9/2014,64,28,46,2.2,19,0,0,0,0
4/10/2014,64,38,51,6.8,14,0,T,0,0
4/11/2014,69,36,52.5,7.9,12,0,T,0,0
4/12/2014,62,43,52.5,7.6,12,0,0.07,0,0
4/13/2014,53,42,47.5,2.2,17,0,2.63,0,0
4/14/2014,42,26,34,-11.7,31,0,0.38,1,1
4/15/2014,37,18,27.5,-18.6,37,0,T,T,T
4/16/2014,52,27,39.5,-7,25,0,0,0,0
4/17/2014,56,33,44.5,-2.4,20,0,0,0,0
4/18/2014,56,27,41.5,-5.8,23,0,0,0,0
4/19/2014,67,32,49.5,1.8,15,0,0,0,0
4/20/2014,78,52,65,16.9,0,0,0.01,0,0
4/21/2014,70,50,60,11.5,5,0,0.05,0,0
4/22/2014,59,36,47.5,-1.4,17,0,0,0,0
4/23/2014,57,29,43,-6.3,22,0,0.14,0,0
4/24/2014,57,35,46,-3.7,19,0,0.39,0,0
4/25/2014,68,42,55,4.9,10,0,0.02,0,0
4/26/2014,54,36,45,-5.5,20,0,0,0,0
4/27/2014,53,41,47,-3.9,18,0,0.25,0,0
4/28/2014,50,42,46,-5.3,19,0,0.68,0,0
4/29/2014,51,41,46,-5.7,19,0,0.23,0,0
4/30/2014,49,43,46,-6.1,19,0,0.01,0,0
5/1/2014,51,40,45.5,-7,19,0,0.03,0,0
5/2/2014,55,45,50,-2.9,15,0,0.02,0,0
5/3/2014,64,44,54,0.8,11,0,0,0,0
5/4/2014,60,43,51.5,-2.1,13,0,0,0,0
5/5/2014,60,41,50.5,-3.5,14,0,0,0,0
5/6/2014,64,37,50.5,-3.9,14,0,0,0,0
5/7/2014,62,49,55.5,0.7,9,0,0.01,0,0
5/8/2014,83,51,67,11.8,0,2,T,0,0
5/9/2014,71,50,60.5,5,4,0,0.01,0,0
5/10/2014,74,41,57.5,1.6,7,0,T,0,0
5/11/2014,77,55,66,9.7,0,1,0.16,0,0
5/12/2014,77,64,70.5,13.9,0,6,1.11,0,0
5/13/2014,65,46,55.5,-1.5,9,0,0.02,0,0
5/14/2014,58,41,49.5,-7.9,15,0,0,0,0
5/15/2014,57,40,48.5,-9.2,16,0,0.08,0,0
5/16/2014,51,37,44,-14.1,21,0,T,0,0
5/17/2014,62,40,51,-7.5,14,0,0,0,0
5/18/2014,71,49,60,1.2,5,0,0,0,0
5/19/2014,66,50,58,-1.2,7,0,0.13,0,0
5/20/2014,86,61,73.5,14,0,9,0.01,0,0
5/21/2014,84,54,69,9.1,0,4,0,0,0
5/22/2014,73,51,62,1.7,3,0,0,0,0
5/23/2014,72,46,59,-1.6,6,0,0,0,0
5/24/2014,76,44,60,-1,5,0,0,0,0
5/25/2014,83,47,65,3.7,0,0,0,0,0
5/26/2014,84,68,76,14.3,0,11,0.43,0,0
5/27/2014,85,61,73,11,0,8,1.46,0,0
5/28/2014,74,53,63.5,1.1,1,0,0,0,0
5/29/2014,81,52,66.5,3.8,0,2,0,0,0
5/30/2014,83,51,67,3.9,0,2,0,0,0
5/31/2014,87,54,70.5,7.1,0,6,0,0,0
6/1/2014,88,69,78.5,14.7,0,14,1.87,0,0
6/2/2014,80,65,72.5,8.4,0,8,0.84,0,0
6/3/2014,77,62,69.5,5.1,0,5,0,0,0
6/4/2014,72,56,64,-0.8,1,0,0.08,0,0
6/5/2014,78,50,64,-1.1,1,0,0,0,0
6/6/2014,82,63,72.5,7.1,0,8,0,0,0
6/7/2014,80,56,68,2.3,0,3,0.12,0,0
6/8/2014,74,53,63.5,-2.6,1,0,0,0,0
6/9/2014,78,47,62.5,-3.9,2,0,0,0,0
6/10/2014,70,57,63.5,-3.2,1,0,T,0,0
6/11/2014,74,55,64.5,-2.5,0,0,0.02,0,0
6/12/2014,75,52,63.5,-3.8,1,0,0,0,0
6/13/2014,75,51,63,-4.6,2,0,0,0,0
6/14/2014,80,50,65,-2.9,0,0,0,0,0
6/15/2014,84,63,73.5,5.4,0,9,T,0,0
6/16/2014,87,60,73.5,5.1,0,9,0.83,0,0
6/17/2014,85,68,76.5,7.8,0,12,0.22,0,0
6/18/2014,79,64,71.5,2.6,0,7,0.71,0,0
6/19/2014,75,65,70,0.8,0,5,0.66,0,0
6/20/2014,83,64,73.5,4.1,0,9,1.34,0,0
6/21/2014,82,64,73,3.4,0,8,0.03,0,0
6/22/2014,81,61,71,1.1,0,6,0.07,0,0
6/23/2014,83,66,74.5,4.4,0,10,0.01,0,0
6/24/2014,85,63,74,3.7,0,9,0,0,0
6/25/2014,76,63,69.5,-1,0,5,T,0,0
6/26/2014,81,61,71,0.4,0,6,0,0,0
6/27/2014,88,65,76.5,5.7,0,12,T,0,0
6/28/2014,87,71,79,8,0,14,T,0,0
6/29/2014,84,67,75.5,4.4,0,11,1.4,0,0
6/30/2014,86,67,76.5,5.2,0,12,1.35,0,0
7/1/2014,79,64,71.5,0.1,0,7,T,0,0
7/2/2014,69,57,63,-8.5,2,0,0.01,0,0
7/3/2014,76,51,63.5,-8.1,1,0,0,0,0
7/4/2014,80,55,67.5,-4.2,0,3,0,0,0
7/5/2014,77,59,68,-3.8,0,3,0,0,0
7/6/2014,82,65,73.5,1.6,0,9,0,0,0
7/7/2014,84,66,75,3.1,0,10,0.3,0,0
7/8/2014,79,60,69.5,-2.5,0,5,0.04,0,0
7/9/2014,76,56,66,-6,0,1,0,0,0
7/10/2014,81,53,67,-5.1,0,2,0,0,0
7/11/2014,77,63,70,-2.1,0,5,T,0,0
7/12/2014,79,66,72.5,0.4,0,8,0.44,0,0
7/13/2014,83,60,71.5,-0.6,0,7,0,0,0
7/14/2014,76,55,65.5,-6.6,0,1,0.07,0,0
7/15/2014,67,53,60,-12.1,5,0,0.17,0,0
7/16/2014,74,48,61,-11.1,4,0,0,0,0
7/17/2014,78,49,63.5,-8.6,1,0,0,0,0
7/18/2014,80,54,67,-5.1,0,2,0,0,0
7/19/2014,80,59,69.5,-2.5,0,5,0,0,0
7/20/2014,82,63,72.5,0.5,0,8,0,0,0
7/21/2014,87,65,76,4,0,11,0,0,0
7/22/2014,93,71,82,10.1,0,17,0,0,0
7/23/2014,80,58,69,-2.9,0,4,0,0,0
7/24/2014,79,52,65.5,-6.3,0,1,0,0,0
7/25/2014,73,63,68,-3.8,0,3,0.02,0,0
7/26/2014,81,66,73.5,1.8,0,9,0,0,0
7/27/2014,79,60,69.5,-2.2,0,5,0.03,0,0
7/28/2014,76,55,65.5,-6.1,0,1,0,0,0
7/29/2014,81,59,70,-1.5,0,5,T,0,0
7/30/2014,78,57,67.5,-4,0,3,0,0,0
7/31/2014,83,62,72.5,1.1,0,8,0,0,0
8/1/2014,86,57,71.5,0.2,0,7,0.74,T,0
8/2/2014,85,55,70,-1.3,0,5,0,0,0
8/3/2014,85,60,72.5,1.3,0,8,0,0,0
8/4/2014,81,62,71.5,0.4,0,7,1.74,0,0
8/5/2014,80,62,71,0,0,6,0,0,0
8/6/2014,81,56,68.5,-2.4,0,4,0,0,0
8/7/2014,82,55,68.5,-2.4,0,4,0,0,0
8/8/2014,82,56,69,-1.8,0,4,0,0,0
